ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
260673,0,0,0,0,0,0,0,0,28,0
260674,0,13,0,5,0,0,0,0,17,25
260675,0,0,0,0,7,0,0,0,0,11
260676,0,16,0,0,0,0,16,0,0,0
260677,0,0,25,0,19,21,30,0,0,9
260678,42,8,17,15,18,15,8,21,18,9
260679,6,6,6,6,6,6,6,6,6,6
260680,7,15,10,11,13,0,9,18,26,11
260681,0,0,0,0,0,0,0,0,0,0
260682,0,0,0,0,0,0,0,0,0,0
260683,0,0,0,0,0,0,0,0,0,0
260684,0,0,0,0,0,0,0,0,0,0
260685,20,20,30,20,20,20,20,20,23,20
260686,21,25,0,18,9,0,22,0,0,29
260687,0,0,0,0,24,0,4,0,18,0
260688,0,0,0,4,0,0,0,0,0,0
260689,19,19,19,19,19,19,19,19,19,19
260690,0,0,0,0,0,0,0,0,0,0
260691,0,7,0,0,0,0,0,0,0,0
260692,0,0,0,0,0,0,0,0,0,0
260693,9,9,9,9,9,9,9,9,9,9
260694,0,12,7,0,11,21,13,17,16,0
260695,25,25,25,25,25,25,25,25,25,25
260696,9,10,7,29,14,30,11,9,15,36
260697,21,21,21,21,21,21,21,21,21,21
260698,0,0,0,15,0,0,15,0,0,0
260699,0,0,0,0,0,0,0,0,0,0
260700,39,13,27,15,26,0,0,20,16,14
260701,0,0,0,0,0,0,0,0,0,0
260702,0,0,0,0,0,0,0,0,0,0
260703,0,0,0,0,0,0,0,0,0,0
260704,0,0,0,0,0,22,0,0,0,20
260705,0,18,14,0,0,0,0,0,17,0
260706,0,0,11,0,0,0,0,0,0,0
260707,20,17,24,10,24,22,24,10,20,21
260708,17,4,0,19,16,13,11,0,9,17
260709,13,13,13,13,13,13,13,13,13,13
260710,0,0,0,0,0,0,0,0,0,0
260711,29,0,10,0,0,0,0,0,0,0
260712,7,7,7,7,7,7,7,7,7,7
260713,0,0,0,0,0,0,0,0,0,0
260714,11,16,15,11,18,18,20,25,11,16
260715,0,0,0,0,0,0,0,0,0,0
260716,0,0,0,0,0,0,0,0,10,0
260717,0,0,0,0,0,0,0,0,0,0
260718,0,0,0,0,0,0,0,0,0,0
260719,18,0,11,13,12,12,7,14,0,17
260720,1,1,1,1,1,1,1,1,1,1
260721,0,0,0,0,0,0,0,0,0,0
260722,1,1,1,1,1,1,1,1,1,1
260723,0,0,0,0,0,0,0,0,0,0
260724,0,0,0,0,0,0,0,0,0,0
260725,0,0,0,0,0,0,0,0,0,0
260726,0,0,0,0,0,0,13,0,0,0
260727,0,0,0,0,0,0,0,0,0,0
260728,0,14,18,0,0,0,0,0,29,9
260729,0,0,0,8,0,0,0,0,0,0
260730,0,0,0,0,13,0,0,0,0,0
260731,0,0,0,0,0,0,0,0,0,0
260732,0,0,0,0,0,0,0,0,0,0
260733,23,0,0,0,21,0,0,0,13,6
260734,0,0,0,0,8,0,0,0,0,0
260735,0,0,23,0,0,10,0,0,0,0
260736,0,0,0,0,0,0,0,0,0,0
260737,0,0,0,0,0,0,0,0,0,0
260738,0,0,0,0,0,0,0,0,0,0
260739,0,0,0,0,0,0,0,0,0,0
260740,0,0,0,0,0,0,0,0,8,20
260741,22,0,0,0,0,0,0,0,0,0
260742,0,0,0,0,0,0,0,0,0,0
260743,20,20,20,20,20,20,20,20,20,20
260744,23,23,23,23,23,23,23,23,23,23
260745,0,0,0,0,0,0,0,0,0,0
260746,10,0,0,0,0,0,0,0,0,0
260747,0,0,0,0,0,0,0,0,0,0
260748,0,0,9,0,0,0,0,0,0,0
260749,24,18,18,18,18,18,18,18,18,18
260750,33,33,33,33,33,33,33,33,33,33
260751,19,0,12,15,20,39,10,8,44,15
260752,0,0,0,0,8,0,0,0,0,0
260753,0,0,0,0,0,0,0,0,0,0
260754,0,0,0,0,0,22,0,0,0,0
260755,0,0,0,18,0,0,0,0,0,0
260756,0,0,0,0,0,10,0,0,0,0
260757,0,0,0,0,0,0,0,0,0,0
260758,0,0,0,6,21,0,0,23,5,0
260759,22,0,0,8,14,20,0,22,0,0
260760,0,0,0,0,0,0,0,0,0,0
260761,0,0,0,0,0,0,0,0,0,0
260762,0,0,0,0,0,0,0,0,0,19
260763,29,29,29,29,29,29,29,29,29,29
260764,0,0,0,0,0,0,32,0,0,0
260765,12,0,0,0,0,0,0,0,0,0
260766,0,0,0,0,0,0,0,0,0,0
260767,0,18,0,0,0,0,0,0,18,0
260768,0,0,14,0,0,0,0,0,0,0
260769,0,0,0,0,0,14,0,0,0,0
260770,0,0,0,0,0,0,0,0,0,8
260771,0,0,0,0,0,0,0,0,0,0
260772,4,12,4,4,4,4,4,4,4,4
260773,0,0,9,0,0,0,0,0,0,0
260774,0,0,0,0,0,0,0,0,0,0
260775,0,0,0,0,16,0,0,2,0,0
260776,6,6,6,6,6,6,6,6,6,25
260777,16,5,13,17,0,11,20,24,18,5
260778,0,18,0,0,0,0,12,0,0,0
260779,10,0,0,0,0,0,0,0,0,0
260780,0,0,28,0,0,0,20,0,0,0
260781,23,23,23,23,23,23,23,23,23,23
260782,0,0,0,0,0,0,0,0,15,0
260783,0,0,0,0,0,0,0,0,0,0
260784,0,0,0,0,0,0,0,0,0,0
260785,15,35,15,26,19,13,0,0,0,32
260786,17,0,0,15,0,0,6,0,0,0
260787,13,14,0,29,16,8,29,0,15,9
260788,0,9,27,10,0,32,12,14,0,8
260789,0,0,0,0,0,0,0,0,0,0
260790,0,19,0,0,0,0,0,0,0,0
260791,0,0,0,39,0,0,0,0,31,0
260792,0,0,0,7,0,0,0,3,0,14
260793,30,0,0,0,15,0,0,0,0,0
260794,0,0,0,0,0,5,0,0,0,0
260795,22,13,23,30,18,20,9,16,22,8
260796,0,0,0,0,0,0,0,0,0,0
260797,0,0,0,14,0,0,0,0,0,19
260798,0,0,0,0,0,0,0,0,0,0
260799,0,0,0,0,0,0,0,0,0,0
260800,0,0,0,0,0,0,0,0,13,0
260801,0,0,16,0,0,0,8,0,0,0
260802,8,8,8,8,8,8,8,8,8,8
260803,0,0,0,0,0,0,0,0,0,0
260804,0,0,0,0,0,0,0,0,0,12
260805,0,0,0,0,0,0,0,0,0,0
260806,7,0,0,0,0,0,0,0,0,0
260807,19,28,11,18,8,13,9,9,13,9
260808,28,0,14,0,0,0,0,0,6,0
260809,0,0,0,0,0,0,0,0,0,0
260810,18,0,0,0,0,0,0,0,0,0
260811,0,0,0,0,0,0,0,14,36,14
260812,0,0,0,0,0,0,0,0,0,0
260813,0,0,0,0,0,0,0,0,0,0
260814,0,22,0,0,0,0,0,0,0,0
260815,0,16,0,0,0,0,21,0,0,0
260816,0,0,0,0,0,0,0,0,0,0
260817,0,0,0,0,0,0,0,0,0,0
260818,8,19,5,10,15,0,16,13,23,16
260819,0,14,0,13,0,0,0,0,0,0
260820,0,0,0,0,0,0,6,0,0,0
260821,2,2,2,2,2,2,2,2,7,28
260822,13,13,13,13,13,13,13,13,13,13
260823,10,0,0,0,0,0,0,0,0,0
260824,0,0,0,0,0,0,0,0,0,0
260825,32,0,20,0,0,0,0,0,0,16
260826,0,0,0,0,0,0,12,0,0,0
260827,24,24,24,24,24,24,24,24,24,24
260828,25,25,25,25,25,25,25,25,25,25
260829,0,0,0,0,0,0,0,0,18,0
260830,0,0,0,0,0,0,0,0,0,0
260831,0,0,0,31,0,0,19,0,0,0
260832,0,0,0,0,0,0,0,0,0,0
260833,22,22,22,22,22,22,22,22,22,22
260834,7,7,7,7,7,7,7,7,7,7
260835,0,0,0,0,0,0,16,0,0,0
260836,30,30,30,30,30,30,30,30,30,30
260837,17,13,21,9,0,11,8,21,0,22
260838,16,16,16,16,16,16,16,16,16,16
260839,24,24,24,24,24,24,24,24,24,24
260840,17,17,17,17,17,17,17,17,17,17
260841,16,0,12,12,13,13,0,23,8,0
260842,0,0,0,0,0,0,0,0,0,0
260843,0,0,0,0,0,0,0,0,0,0
260844,0,0,0,0,0,0,0,0,0,0
260845,0,0,0,0,0,0,0,0,0,0
260846,0,0,0,10,0,0,0,0,0,0
260847,0,0,26,0,0,0,0,0,0,17
260848,0,0,0,0,0,0,0,0,0,0
260849,0,0,7,0,0,10,11,17,0,0
260850,0,0,0,0,0,0,0,0,0,0
260851,0,0,0,0,0,0,0,0,0,14
260852,0,0,0,0,0,0,0,0,0,0
260854,5,0,0,0,0,0,0,0,0,0
260855,15,15,15,15,15,15,15,15,15,15
260856,0,0,0,0,0,0,0,0,0,0
260857,10,16,17,22,0,19,12,20,15,18
260858,0,0,0,0,0,0,0,0,0,0
260859,10,10,10,10,10,10,10,10,10,10
260860,0,0,0,0,0,0,0,0,0,0
260861,10,10,10,10,10,10,10,10,10,10
260862,10,9,0,0,13,22,8,14,0,12
260863,0,0,0,0,0,0,21,0,0,17
260864,0,0,0,0,0,0,0,0,19,0
260865,0,0,0,0,0,0,0,0,0,0
260866,5,5,5,5,5,5,5,5,5,5
260867,20,20,20,20,20,20,20,20,20,20
260868,0,0,0,0,0,0,0,0,0,0
260869,16,16,16,16,16,16,16,16,16,16
260870,0,0,0,0,0,0,0,0,0,0
260871,0,0,0,0,0,0,0,0,0,0
260872,0,0,0,0,16,0,0,0,0,0
260873,22,22,22,22,22,22,22,22,22,22
260874,0,0,26,17,0,0,0,0,0,0
260875,0,0,0,0,0,0,0,0,19,0
260876,0,0,0,26,0,0,0,0,16,0
260877,0,0,0,0,0,0,0,0,15,0
260878,0,0,0,0,0,0,8,0,14,0
260879,0,0,0,0,0,0,0,0,0,0
260880,0,0,0,0,0,0,0,0,0,0
260881,14,0,0,5,0,0,0,0,0,0
260882,8,8,10,8,8,8,8,30,8,8
260883,23,14,29,15,39,9,20,0,17,45
260884,0,0,0,0,0,0,0,0,0,0
260885,30,18,11,17,15,21,16,22,22,20
260886,5,5,5,5,5,5,5,5,5,5
260887,0,0,0,0,0,0,18,9,0,14
260888,0,0,0,0,0,0,0,0,0,0
260889,0,0,0,0,17,0,11,0,12,26
260890,18,18,18,18,18,18,18,18,24,32
260891,0,0,0,0,0,0,0,0,0,0
260892,7,10,19,5,12,4,0,0,25,0
260893,0,0,0,0,0,0,25,0,0,0
260894,0,0,0,0,0,0,0,0,0,0
260895,0,0,6,0,0,22,0,0,0,0
260896,0,0,0,0,0,0,0,0,0,0
260897,0,0,0,0,0,0,0,0,0,0
260898,5,5,5,5,5,5,5,5,5,5
260899,10,10,10,10,10,10,10,10,10,10
260900,0,0,0,0,0,0,0,0,0,0
260901,0,0,0,5,0,21,16,8,19,0
260902,8,11,23,0,15,14,17,0,18,23
260903,0,0,0,0,0,0,0,0,0,0
260904,0,0,0,0,0,0,0,0,0,0
260905,0,0,9,0,0,0,0,0,0,0
260906,0,0,0,0,20,0,0,0,27,0
260907,0,0,0,0,0,0,0,0,0,26
260908,0,0,0,15,0,0,0,0,0,0
260909,1,1,1,1,1,1,1,1,1,1
260910,0,0,0,0,0,0,0,0,0,0
260911,0,0,0,0,0,0,0,0,0,0
260912,29,4,22,11,16,11,0,15,15,22
260913,10,0,0,0,0,0,0,8,6,0
260914,11,21,0,16,21,11,19,31,23,5
260915,38,12,5,21,6,35,8,18,10,22
260916,0,0,0,0,0,0,0,0,0,0
260917,16,16,16,16,16,16,16,16,16,16
260918,0,0,0,0,0,0,0,0,0,0
260919,0,0,0,0,0,0,0,0,0,0
260920,0,0,0,0,0,0,0,0,0,0
260921,8,17,33,51,11,14,13,20,20,35
260922,0,0,0,0,0,0,0,0,0,0
260923,0,0,12,20,0,0,0,0,0,10
260924,19,19,19,19,19,19,19,19,19,19
260925,0,0,0,0,0,0,0,0,0,0
260926,13,13,13,13,13,13,13,13,13,13
260927,0,0,0,0,0,0,0,0,0,0
260928,2,2,2,2,2,2,2,2,2,2
260929,0,0,6,0,0,0,0,0,0,0
260930,14,13,27,18,20,26,3,0,16,0
260931,32,0,0,0,0,0,0,0,0,0
260932,12,12,12,12,12,12,12,12,12,12
260933,0,0,0,0,0,0,0,0,0,0
260934,0,0,0,0,0,0,0,0,0,0
260935,0,0,0,0,0,0,0,0,0,0
260936,0,0,4,0,0,0,0,0,0,0
260937,26,27,8,15,29,14,22,8,34,12
260938,27,27,27,27,27,27,27,27,27,27
260939,11,11,11,11,11,11,11,11,11,11
260940,3,36,0,0,0,0,28,0,0,0
260941,0,0,0,0,0,0,0,0,0,0
260942,3,8,3,22,3,3,15,3,3,7
260943,0,12,0,0,0,0,0,0,0,0
260944,10,0,0,0,0,0,0,28,25,0
260945,0,0,0,0,0,0,0,0,0,0
260946,20,6,18,15,28,21,11,2,18,12
260947,27,12,23,0,11,7,18,23,7,17
260948,0,0,0,0,0,0,0,0,0,0
260949,0,0,0,0,0,0,0,0,0,0
260950,0,0,0,0,0,0,0,16,0,0
260951,0,0,0,0,0,0,0,0,0,0
260952,16,16,16,16,16,16,16,16,16,16
260953,0,0,0,0,0,0,0,0,0,13
260954,0,0,0,0,0,0,0,0,0,0
260955,31,0,0,26,14,0,0,0,24,0
260956,4,4,4,4,4,4,4,4,4,4
260957,0,0,13,6,0,19,7,0,0,0
260958,48,0,0,0,0,0,0,10,0,0
260959,29,8,10,17,6,11,8,14,28,6
260960,15,15,15,15,15,15,15,15,15,15
260961,0,0,0,0,12,0,16,0,0,0
260962,0,0,0,0,0,0,0,0,0,0
260963,39,39,39,39,39,39,39,39,39,39
260964,14,0,0,0,0,0,0,0,0,0
260965,3,3,3,3,3,3,3,3,3,3
260966,0,0,0,0,0,0,0,0,0,0
260967,11,12,20,27,9,19,19,21,9,0
260968,23,25,31,25,12,0,20,5,21,16
260970,0,0,0,0,0,0,0,0,0,0
260971,0,27,0,0,0,0,0,0,0,0
260972,0,0,0,0,0,0,0,0,0,0
260973,0,0,15,0,0,0,0,0,17,0
260974,11,11,11,11,11,11,11,11,11,11
260975,0,0,0,0,0,23,0,0,0,0
260976,0,0,0,0,0,0,0,0,10,6
260977,0,0,0,0,0,0,0,0,0,0
260978,0,0,0,0,0,0,0,0,0,0
260979,0,0,0,0,0,0,19,0,0,0
260980,0,0,0,0,0,0,0,0,0,0
260981,15,17,29,9,20,24,29,22,22,32
260982,0,0,23,0,0,0,0,0,0,0
260983,0,0,13,0,0,0,0,0,0,0
260984,0,0,0,0,0,0,0,0,0,0
260985,0,0,11,0,0,0,0,0,0,0
260986,0,37,0,17,0,0,0,0,0,0
260987,0,0,0,0,0,0,0,0,0,0
260988,0,0,0,0,0,0,0,0,26,0
260989,18,38,45,14,28,31,22,8,10,10
260990,0,0,0,0,0,0,0,0,0,0
260991,0,0,0,0,0,0,0,0,0,0
260992,0,0,0,0,0,0,0,0,0,0
260993,0,0,0,0,0,0,0,0,34,0
260994,0,0,0,17,0,0,25,10,0,0
260995,18,18,18,18,18,18,18,18,18,18
260996,0,0,0,0,0,0,0,0,0,0
260997,0,13,0,0,0,0,0,0,0,0
260998,0,0,0,0,0,0,0,0,0,0
260999,6,6,6,6,6,6,6,6,6,6
261000,0,0,0,0,0,0,0,0,0,0
261001,0,0,0,0,0,0,0,0,0,0
261002,19,0,0,0,26,0,0,20,0,0
261003,4,0,19,33,0,0,0,0,32,0
261004,0,0,0,0,0,31,0,0,0,40
261005,0,8,0,0,0,0,0,0,0,0
261006,0,4,0,0,0,0,0,0,0,0
261007,0,0,8,0,0,5,0,0,26,0
261008,0,0,0,0,0,0,0,0,0,0
261009,0,0,0,0,0,0,0,0,0,0
261010,0,0,0,0,0,0,0,0,25,0
261011,0,14,4,0,0,0,0,0,0,12
261012,0,0,0,0,0,0,0,0,0,0
261013,0,0,0,0,0,0,0,0,0,0
261014,0,0,0,0,0,0,30,8,0,0
261015,0,0,0,0,0,0,0,0,0,0
261016,0,0,0,0,0,13,0,0,0,0
261017,0,0,0,0,0,0,0,0,0,0
261018,13,13,13,13,23,13,13,13,16,13
261019,19,0,0,0,0,0,0,23,3,0
261020,13,0,0,0,0,0,15,0,8,0
261021,0,0,0,0,0,0,0,0,0,0
261022,0,0,0,3,0,0,0,0,0,0
261023,0,0,0,0,0,0,0,0,0,0
261024,0,0,0,0,0,0,16,0,0,0
261025,0,0,0,12,0,9,0,0,0,0
261026,0,0,0,0,0,0,0,0,0,0
261027,0,0,0,0,0,0,0,0,0,0
261028,18,18,18,18,18,18,18,18,18,18
261029,17,0,0,0,0,0,0,0,30,0
261030,15,15,15,15,15,15,15,15,15,15
261031,0,0,28,9,0,15,0,0,0,0
261032,0,0,15,22,0,0,15,0,0,0
261033,0,0,0,0,0,0,0,0,0,0
261034,12,0,0,0,0,0,0,0,0,0
261035,0,0,0,7,0,0,33,14,0,0
261036,22,18,0,21,34,40,0,0,21,15
261037,0,0,0,0,0,0,0,0,0,0
261039,0,0,0,0,0,0,0,0,0,0
261040,0,0,0,0,0,0,0,0,0,0
261041,5,34,32,0,15,19,9,30,13,10
261042,0,12,0,0,0,0,0,0,0,0
261043,0,0,0,0,0,0,0,0,0,0
261044,0,2,0,0,0,0,0,0,0,0
261045,0,0,0,0,0,0,0,0,0,0
261046,0,0,0,0,0,0,25,0,10,0
261047,0,0,21,20,0,5,7,15,0,14
261048,0,0,0,0,0,11,0,0,0,0
261049,0,0,0,0,0,0,0,0,0,0
261050,6,6,6,6,6,6,6,6,6,6
261051,24,0,16,13,16,15,36,15,7,10
261053,0,8,0,0,0,0,0,0,0,0
261054,0,0,0,0,0,0,0,0,0,0
261055,13,0,0,0,0,0,0,0,0,0
261056,0,0,0,0,0,0,0,0,0,0
261057,0,15,16,0,0,13,0,0,0,6
261058,28,28,28,28,28,28,28,28,28,28
261059,36,0,0,0,0,0,0,7,0,0
261060,0,0,0,0,0,0,0,0,0,0
261061,0,0,0,0,0,0,0,0,0,0
261062,0,0,0,0,0,0,0,0,0,0
261063,0,0,0,0,0,0,0,0,0,0
261064,0,0,0,0,0,0,0,0,0,0
261065,14,14,14,14,14,14,14,14,14,14
261066,0,13,26,13,13,10,8,0,9,0
270001,22,22,22,22,22,22,22,22,22,22
270002,0,0,0,0,0,0,0,0,0,0
270003,27,27,27,27,27,27,27,27,27,27
270004,33,33,33,33,33,33,33,33,33,33
270005,22,22,22,22,22,22,22,22,22,22
270007,0,0,0,0,0,22,0,0,0,7
270008,0,0,0,0,0,0,0,0,0,0
270009,0,0,0,0,0,0,0,0,0,0
270010,20,10,10,10,10,10,10,10,10,10
270012,0,0,0,0,0,0,0,0,0,0
270013,0,0,0,0,0,0,0,0,0,13
270014,0,0,0,0,0,0,0,0,0,0
270015,25,14,15,15,15,15,14,0,11,21
270017,23,23,23,23,23,23,23,23,23,23
270018,8,8,8,8,8,10,8,8,8,9
270019,0,0,0,0,0,0,0,0,0,0
270020,0,0,0,0,0,0,0,0,0,0
270021,0,0,0,0,0,0,0,0,0,2
270022,23,23,23,23,23,23,23,23,23,23
270023,0,0,0,0,0,0,0,0,0,0
270024,0,0,0,0,0,0,0,0,0,0
270025,0,0,0,0,0,0,0,0,0,0
270027,0,0,0,0,0,0,0,0,0,0
270028,0,0,0,0,0,0,0,0,0,0
270029,17,17,17,17,17,17,17,17,17,17
270030,0,0,0,0,0,0,0,0,0,0
270031,21,21,21,21,21,21,21,21,21,21
270032,0,0,0,0,0,0,0,0,0,0
270033,0,0,0,0,0,0,0,0,0,0
270034,0,0,0,0,0,0,0,0,0,0
270035,0,0,0,0,0,0,0,0,0,0
270036,25,25,25,25,25,25,25,25,25,25
270037,0,0,0,0,0,0,0,0,0,0
270038,0,0,0,0,0,0,0,0,0,0
270039,0,0,0,0,0,0,0,0,0,0
270040,0,0,0,0,0,0,0,0,0,0
270041,0,0,0,0,0,0,0,0,0,0
270042,0,0,0,0,0,0,0,0,0,0
270043,0,0,0,0,0,0,0,0,0,0
270044,0,0,0,0,0,0,0,0,0,0
270045,16,16,16,16,16,16,16,16,16,16
270047,22,0,9,5,23,19,29,19,0,29
270048,0,0,0,0,0,0,0,0,0,0
270049,14,14,14,14,14,14,14,14,14,49
270050,24,36,10,12,14,19,19,6,22,6
270051,0,10,0,0,14,0,0,0,0,0
270052,10,0,0,0,0,0,0,0,0,0
270053,0,0,0,0,0,0,0,0,0,0
270054,26,26,26,26,26,26,26,26,26,26
270055,21,21,21,21,21,21,21,21,21,21
270056,0,0,0,0,0,0,0,0,0,0
270057,0,0,0,18,0,0,0,0,0,0
270058,16,0,0,0,0,0,0,0,0,0
270059,0,0,0,0,0,0,0,0,0,0
270060,17,17,17,17,17,17,17,17,17,17
270061,0,0,0,0,0,0,0,0,0,0
270062,18,18,18,18,18,18,18,18,18,18
270063,0,0,0,0,0,0,0,0,0,0
270064,7,7,7,7,7,7,7,7,7,7
270065,0,0,0,0,0,0,0,0,0,0
270066,0,0,0,0,0,0,0,0,0,0
270067,0,4,0,0,0,0,0,0,0,0
270068,0,0,0,0,0,0,0,0,0,0
270069,26,0,11,27,0,15,0,0,0,22
270070,0,0,0,0,0,0,0,0,0,0
270071,0,0,0,0,0,0,0,0,0,0
270072,0,0,0,5,17,0,0,0,0,0
270073,13,13,13,13,13,13,13,13,13,13
270074,23,23,23,23,23,23,23,23,23,23
270075,0,0,0,0,0,0,0,0,0,3
270076,18,18,18,18,18,18,18,18,18,18
270077,22,22,22,22,22,22,22,22,22,22
270078,0,0,0,0,0,0,0,0,0,0
270079,2,2,2,2,2,2,2,2,2,2
270080,0,0,0,0,26,18,0,0,0,0
270082,7,7,7,7,7,7,7,7,7,7
270083,26,26,26,26,26,26,26,26,26,26
270084,0,0,0,0,0,0,0,0,0,0
270085,21,21,21,21,21,21,21,21,21,21
270086,0,0,0,0,0,0,0,0,15,0
270087,0,0,0,0,0,0,0,0,0,0
270088,4,4,4,4,4,4,4,4,4,4
270089,0,0,0,0,0,0,0,0,0,0
270091,0,0,0,0,0,0,0,0,0,0
270092,10,10,10,10,10,10,10,10,10,10
270093,0,17,0,0,0,0,0,0,0,26
270094,0,0,0,0,0,0,0,0,0,0
270095,0,0,21,0,0,0,0,0,0,0
270096,8,8,8,8,8,8,8,8,8,8
270098,6,6,6,6,6,6,6,6,6,6
270099,0,0,0,0,0,0,0,0,0,0
270100,0,0,0,0,0,0,0,0,0,0
270101,0,0,9,0,0,0,0,0,0,0
270102,0,0,0,0,0,0,0,0,0,0
270103,0,0,0,0,0,0,0,0,0,0
270104,0,0,0,11,0,0,0,0,0,14
270105,0,0,0,0,0,0,0,0,0,0
270106,0,0,0,0,0,0,0,0,0,0
270107,13,13,13,13,13,13,13,13,13,13
270108,16,16,16,16,16,16,16,16,16,16
270109,17,17,17,17,17,17,17,17,17,17
270110,0,0,0,0,0,0,0,0,0,0
270111,0,0,0,0,0,0,0,0,0,0
270112,12,12,12,12,12,12,12,12,12,12
270113,0,0,0,0,0,0,0,0,0,0
270114,0,0,0,0,0,0,0,0,0,0
270115,0,0,0,0,0,0,0,0,0,0
270116,0,0,0,0,0,38,0,23,0,0
270117,0,0,0,0,0,0,0,0,0,0
270118,0,0,0,0,13,0,0,0,0,0
270119,0,0,13,0,0,0,0,0,0,0
270120,0,0,0,0,0,0,0,0,0,0
270121,0,0,0,0,0,0,0,0,0,0
270122,0,0,0,0,0,0,0,0,0,0
270123,0,0,0,0,0,0,0,0,0,0
270124,0,0,0,0,0,0,0,0,0,0
270125,0,0,0,0,0,0,0,0,0,0
270126,16,16,16,16,16,16,16,16,16,16
270127,0,0,0,0,0,0,0,0,0,0
270128,0,0,0,0,0,0,0,0,0,0
270129,0,0,0,0,0,0,0,0,0,0
270130,0,0,0,0,0,0,0,0,0,0
270131,0,0,0,0,0,0,0,0,0,0
270132,2,2,2,2,16,2,2,2,2,18
270133,0,0,0,0,0,0,0,0,0,0
270134,21,21,21,21,21,21,21,21,21,21
270135,0,0,0,0,0,0,0,0,0,0
270136,0,0,0,0,0,0,0,0,0,0
270137,4,4,4,4,4,4,4,4,4,4
270138,0,0,0,0,0,0,0,0,17,0
270139,0,0,0,0,0,0,0,0,0,0
270140,10,10,10,10,10,10,10,10,10,10
270141,21,21,21,21,21,21,21,21,21,21
270142,0,0,0,0,0,0,0,0,0,0
270143,17,17,17,17,17,17,17,17,17,17
270144,0,0,0,0,0,0,0,0,0,0
270145,16,16,16,16,16,16,16,16,16,16
270146,26,14,12,25,16,9,14,16,25,14
270147,0,0,0,0,0,0,0,0,0,0
270148,0,0,0,0,0,0,0,0,0,0
270149,0,0,0,0,0,23,0,0,0,0
270150,0,0,0,0,0,0,0,0,0,0
270151,0,0,0,8,0,0,0,0,0,0
270152,25,25,25,25,25,25,25,25,25,25
270153,0,0,0,0,0,0,0,0,6,0
270154,0,0,0,0,0,0,0,0,0,0
270155,22,7,16,18,15,8,13,27,13,0
270156,0,0,0,0,0,0,0,0,0,0
270157,0,0,0,0,0,0,0,0,0,0
270158,2,2,2,2,2,2,2,2,2,2
270159,20,20,20,20,20,20,20,20,20,20
270160,7,7,7,7,7,7,7,7,7,7
270161,0,10,29,6,0,0,0,0,0,0
270162,0,0,0,0,0,0,0,0,0,0
270163,6,6,6,6,6,6,6,6,6,6
270164,0,0,0,0,0,0,0,0,0,6
270165,0,0,0,0,0,0,0,0,0,0
270166,15,15,15,15,15,15,15,15,15,15
270167,9,9,9,9,9,9,9,9,9,9
270168,0,0,0,0,0,0,0,0,0,0
270169,0,0,0,0,0,0,0,0,0,0
270170,0,0,0,0,0,0,0,0,0,0
270171,0,0,0,0,0,0,0,0,0,0
270172,0,0,0,0,0,0,0,0,0,0
270173,12,12,12,12,12,12,12,12,12,12
270174,0,0,0,0,0,0,0,0,0,0
270175,7,20,26,0,0,0,0,0,0,0
270176,0,0,0,0,0,0,0,0,0,0
270177,0,0,0,0,0,0,0,0,0,19
270178,0,0,0,0,0,0,0,0,0,0
270179,0,0,0,0,0,0,0,0,0,0
270180,0,0,0,0,0,0,0,0,0,0
270181,19,19,19,19,19,19,19,19,19,19
270182,31,29,22,22,22,22,22,22,22,22
270183,0,0,0,0,0,0,0,0,0,0
270184,0,0,0,0,17,0,0,0,0,0
270185,17,17,17,17,17,17,17,17,17,17
270186,0,0,0,0,0,0,0,0,0,0
270187,14,14,14,14,14,14,14,14,14,14
270188,0,0,0,0,0,0,0,0,0,0
270189,23,23,23,23,23,23,23,23,23,23
270190,0,0,0,13,0,0,0,0,0,0
270191,28,28,28,28,28,28,28,28,28,28
270192,3,3,3,3,3,3,3,3,3,3
270193,8,18,27,15,8,31,15,8,24,16
270194,0,0,0,10,0,0,0,0,0,0
270195,0,7,0,0,0,0,0,0,0,0
270196,15,15,15,15,15,15,15,15,15,15
270197,13,13,13,13,13,13,13,13,13,13
270198,0,0,0,0,0,0,0,0,0,0
270199,0,0,0,0,0,0,0,0,0,0
270200,15,15,15,15,15,15,15,15,15,15
270202,11,0,0,0,0,0,0,0,0,0
270203,15,26,20,0,19,15,5,25,11,0
270204,0,0,12,8,0,0,0,7,0,17
270205,0,0,0,0,0,0,0,0,0,0
270206,13,13,13,13,13,13,13,13,13,13
270207,0,0,0,0,0,0,0,0,0,0
270208,6,6,6,6,6,6,6,6,6,6
270209,0,0,0,0,0,0,0,0,0,0
270210,0,0,0,0,0,0,0,0,0,0
270211,0,0,0,0,0,0,0,0,0,0
270212,0,0,0,0,0,0,0,0,10,0
270213,26,26,26,26,26,26,26,26,26,26
270214,3,3,3,3,3,3,3,3,3,3
270215,0,0,0,0,24,0,0,0,0,0
270216,0,0,0,0,0,0,0,0,0,0
270217,19,19,19,19,19,19,19,19,19,19
270218,20,20,20,20,20,20,20,20,20,20
270219,19,19,19,19,19,19,19,19,19,19
270220,22,22,22,22,22,22,22,22,22,22
270221,0,7,0,0,0,0,0,9,0,0
270222,15,15,15,15,15,15,15,15,15,15
270223,24,24,24,24,24,24,24,24,24,24
270225,0,0,0,0,0,0,0,0,0,0
270226,23,23,23,23,23,23,23,23,23,23
270227,10,8,8,8,8,8,8,8,10,8
