STATE,STATENAME,ST_CASE,VEH_NO,DAMAGE,DAMAGENAME
5,Arkansas,50187,2,2,2 Clock Value
5,Arkansas,50187,2,10,10 Clock Value
5,Arkansas,50187,2,11,11 Clock Value
5,Arkansas,50187,2,12,12 Clock Value
5,Arkansas,50188,1,99,Damage Areas Unknown
5,Arkansas,50189,1,1,1 Clock Value
5,Arkansas,50189,1,2,2 Clock Value
5,Arkansas,50189,1,3,3 Clock Value
5,Arkansas,50189,1,4,4 Clock Value
5,Arkansas,50189,1,8,8 Clock Value
5,Arkansas,50189,1,9,9 Clock Value
5,Arkansas,50189,1,10,10 Clock Value
5,Arkansas,50189,1,11,11 Clock Value
5,Arkansas,50189,1,12,12 Clock Value
5,Arkansas,50189,1,13,Top
5,Arkansas,50189,1,14,Undercarriage
5,Arkansas,50189,2,1,1 Clock Value
5,Arkansas,50189,2,2,2 Clock Value
5,Arkansas,50189,2,3,3 Clock Value
5,Arkansas,50189,2,4,4 Clock Value
5,Arkansas,50189,2,5,5 Clock Value
5,Arkansas,50189,2,6,6 Clock Value
5,Arkansas,50189,2,7,7 Clock Value
5,Arkansas,50189,2,8,8 Clock Value
5,Arkansas,50189,2,9,9 Clock Value
5,Arkansas,50189,2,10,10 Clock Value
5,Arkansas,50189,2,11,11 Clock Value
5,Arkansas,50189,2,12,12 Clock Value
5,Arkansas,50189,2,13,Top
5,Arkansas,50189,2,14,Undercarriage
5,Arkansas,50189,3,1,1 Clock Value
5,Arkansas,50189,3,2,2 Clock Value
5,Arkansas,50189,3,3,3 Clock Value
5,Arkansas,50189,3,4,4 Clock Value
5,Arkansas,50189,3,5,5 Clock Value
5,Arkansas,50189,3,6,6 Clock Value
5,Arkansas,50189,3,7,7 Clock Value
5,Arkansas,50189,3,8,8 Clock Value
5,Arkansas,50189,3,9,9 Clock Value
5,Arkansas,50189,3,10,10 Clock Value
5,Arkansas,50189,3,11,11 Clock Value
5,Arkansas,50189,3,12,12 Clock Value
5,Arkansas,50189,3,13,Top
5,Arkansas,50189,3,14,Undercarriage
5,Arkansas,50189,4,9,9 Clock Value
5,Arkansas,50189,5,1,1 Clock Value
5,Arkansas,50189,5,2,2 Clock Value
5,Arkansas,50189,5,3,3 Clock Value
5,Arkansas,50189,5,4,4 Clock Value
5,Arkansas,50189,5,5,5 Clock Value
5,Arkansas,50189,5,6,6 Clock Value
5,Arkansas,50189,5,7,7 Clock Value
5,Arkansas,50189,5,8,8 Clock Value
5,Arkansas,50189,5,9,9 Clock Value
5,Arkansas,50189,5,10,10 Clock Value
5,Arkansas,50189,5,11,11 Clock Value
5,Arkansas,50189,5,12,12 Clock Value
5,Arkansas,50189,5,13,Top
5,Arkansas,50189,5,14,Undercarriage
5,Arkansas,50189,6,1,1 Clock Value
5,Arkansas,50189,6,2,2 Clock Value
5,Arkansas,50189,6,14,Undercarriage
5,Arkansas,50189,7,11,11 Clock Value
5,Arkansas,50190,1,1,1 Clock Value
5,Arkansas,50190,1,7,7 Clock Value
5,Arkansas,50190,1,8,8 Clock Value
5,Arkansas,50190,1,9,9 Clock Value
5,Arkansas,50190,1,10,10 Clock Value
5,Arkansas,50190,1,11,11 Clock Value
5,Arkansas,50190,1,12,12 Clock Value
5,Arkansas,50190,2,6,6 Clock Value
5,Arkansas,50191,1,1,1 Clock Value
5,Arkansas,50191,1,10,10 Clock Value
5,Arkansas,50191,1,11,11 Clock Value
5,Arkansas,50191,1,12,12 Clock Value
5,Arkansas,50192,1,1,1 Clock Value
5,Arkansas,50192,1,8,8 Clock Value
5,Arkansas,50192,1,9,9 Clock Value
5,Arkansas,50192,1,10,10 Clock Value
5,Arkansas,50192,1,11,11 Clock Value
5,Arkansas,50192,1,12,12 Clock Value
5,Arkansas,50192,1,13,Top
5,Arkansas,50192,1,14,Undercarriage
5,Arkansas,50192,2,10,10 Clock Value
5,Arkansas,50192,2,11,11 Clock Value
5,Arkansas,50192,2,12,12 Clock Value
5,Arkansas,50192,2,14,Undercarriage
5,Arkansas,50193,1,1,1 Clock Value
5,Arkansas,50193,1,2,2 Clock Value
5,Arkansas,50193,1,3,3 Clock Value
5,Arkansas,50193,1,4,4 Clock Value
5,Arkansas,50193,1,5,5 Clock Value
5,Arkansas,50193,1,6,6 Clock Value
5,Arkansas,50193,1,7,7 Clock Value
5,Arkansas,50193,1,8,8 Clock Value
5,Arkansas,50193,1,9,9 Clock Value
5,Arkansas,50193,1,10,10 Clock Value
5,Arkansas,50193,1,11,11 Clock Value
5,Arkansas,50193,1,12,12 Clock Value
5,Arkansas,50193,1,13,Top
5,Arkansas,50193,1,14,Undercarriage
5,Arkansas,50194,1,9,9 Clock Value
5,Arkansas,50194,2,1,1 Clock Value
5,Arkansas,50194,2,2,2 Clock Value
5,Arkansas,50194,2,10,10 Clock Value
5,Arkansas,50194,2,11,11 Clock Value
5,Arkansas,50194,2,12,12 Clock Value
5,Arkansas,50194,2,13,Top
5,Arkansas,50194,2,14,Undercarriage
5,Arkansas,50195,1,12,12 Clock Value
5,Arkansas,50196,1,1,1 Clock Value
5,Arkansas,50196,1,11,11 Clock Value
5,Arkansas,50196,1,12,12 Clock Value
5,Arkansas,50196,2,1,1 Clock Value
5,Arkansas,50196,2,11,11 Clock Value
5,Arkansas,50196,2,12,12 Clock Value
5,Arkansas,50197,1,12,12 Clock Value
5,Arkansas,50197,2,12,12 Clock Value
5,Arkansas,50198,1,1,1 Clock Value
5,Arkansas,50198,1,5,5 Clock Value
5,Arkansas,50198,1,6,6 Clock Value
5,Arkansas,50198,1,7,7 Clock Value
5,Arkansas,50198,1,11,11 Clock Value
5,Arkansas,50198,1,12,12 Clock Value
5,Arkansas,50198,1,13,Top
5,Arkansas,50198,1,14,Undercarriage
5,Arkansas,50199,1,99,Damage Areas Unknown
5,Arkansas,50200,1,12,12 Clock Value
5,Arkansas,50201,1,1,1 Clock Value
5,Arkansas,50201,1,2,2 Clock Value
5,Arkansas,50201,1,8,8 Clock Value
5,Arkansas,50201,1,9,9 Clock Value
5,Arkansas,50201,1,10,10 Clock Value
5,Arkansas,50201,1,11,11 Clock Value
5,Arkansas,50201,1,12,12 Clock Value
5,Arkansas,50201,1,13,Top
5,Arkansas,50201,2,1,1 Clock Value
5,Arkansas,50201,2,2,2 Clock Value
5,Arkansas,50201,2,8,8 Clock Value
5,Arkansas,50201,2,9,9 Clock Value
5,Arkansas,50201,2,10,10 Clock Value
5,Arkansas,50201,2,11,11 Clock Value
5,Arkansas,50201,2,12,12 Clock Value
5,Arkansas,50202,1,15,No Damage
5,Arkansas,50203,1,1,1 Clock Value
5,Arkansas,50204,1,8,8 Clock Value
5,Arkansas,50204,1,9,9 Clock Value
5,Arkansas,50204,1,10,10 Clock Value
5,Arkansas,50204,1,11,11 Clock Value
5,Arkansas,50204,2,1,1 Clock Value
5,Arkansas,50204,2,2,2 Clock Value
5,Arkansas,50204,2,3,3 Clock Value
5,Arkansas,50204,2,4,4 Clock Value
5,Arkansas,50204,2,5,5 Clock Value
5,Arkansas,50204,2,6,6 Clock Value
5,Arkansas,50204,2,7,7 Clock Value
5,Arkansas,50204,2,8,8 Clock Value
5,Arkansas,50204,2,9,9 Clock Value
5,Arkansas,50204,2,10,10 Clock Value
5,Arkansas,50204,2,11,11 Clock Value
5,Arkansas,50204,2,12,12 Clock Value
5,Arkansas,50205,1,1,1 Clock Value
5,Arkansas,50205,1,2,2 Clock Value
5,Arkansas,50205,1,7,7 Clock Value
5,Arkansas,50205,1,8,8 Clock Value
5,Arkansas,50205,1,9,9 Clock Value
5,Arkansas,50205,1,10,10 Clock Value
5,Arkansas,50205,1,11,11 Clock Value
5,Arkansas,50205,1,12,12 Clock Value
5,Arkansas,50205,1,13,Top
5,Arkansas,50205,1,14,Undercarriage
5,Arkansas,50205,2,7,7 Clock Value
5,Arkansas,50205,2,8,8 Clock Value
5,Arkansas,50205,2,9,9 Clock Value
5,Arkansas,50205,2,10,10 Clock Value
5,Arkansas,50205,2,11,11 Clock Value
5,Arkansas,50205,2,12,12 Clock Value
5,Arkansas,50206,1,1,1 Clock Value
5,Arkansas,50206,1,2,2 Clock Value
5,Arkansas,50206,1,3,3 Clock Value
5,Arkansas,50206,1,4,4 Clock Value
5,Arkansas,50206,1,5,5 Clock Value
5,Arkansas,50206,1,6,6 Clock Value
5,Arkansas,50206,1,7,7 Clock Value
5,Arkansas,50206,1,8,8 Clock Value
5,Arkansas,50206,1,9,9 Clock Value
5,Arkansas,50206,1,10,10 Clock Value
5,Arkansas,50206,1,11,11 Clock Value
5,Arkansas,50206,1,12,12 Clock Value
5,Arkansas,50206,1,13,Top
5,Arkansas,50206,1,14,Undercarriage
5,Arkansas,50207,1,1,1 Clock Value
5,Arkansas,50207,1,2,2 Clock Value
5,Arkansas,50207,1,3,3 Clock Value
5,Arkansas,50207,1,4,4 Clock Value
5,Arkansas,50207,1,5,5 Clock Value
5,Arkansas,50207,1,6,6 Clock Value
5,Arkansas,50207,1,7,7 Clock Value
5,Arkansas,50207,1,8,8 Clock Value
5,Arkansas,50207,1,9,9 Clock Value
5,Arkansas,50207,1,10,10 Clock Value
5,Arkansas,50207,1,11,11 Clock Value
5,Arkansas,50207,1,12,12 Clock Value
5,Arkansas,50208,1,1,1 Clock Value
5,Arkansas,50208,1,2,2 Clock Value
5,Arkansas,50208,1,12,12 Clock Value
5,Arkansas,50209,1,1,1 Clock Value
5,Arkansas,50209,1,2,2 Clock Value
5,Arkansas,50209,1,3,3 Clock Value
5,Arkansas,50209,1,4,4 Clock Value
5,Arkansas,50209,1,5,5 Clock Value
5,Arkansas,50209,1,6,6 Clock Value
5,Arkansas,50209,1,7,7 Clock Value
5,Arkansas,50209,1,8,8 Clock Value
5,Arkansas,50209,1,9,9 Clock Value
5,Arkansas,50209,1,10,10 Clock Value
5,Arkansas,50209,1,11,11 Clock Value
5,Arkansas,50209,1,12,12 Clock Value
5,Arkansas,50209,1,13,Top
5,Arkansas,50209,1,14,Undercarriage
5,Arkansas,50209,2,1,1 Clock Value
5,Arkansas,50209,2,2,2 Clock Value
5,Arkansas,50209,2,3,3 Clock Value
5,Arkansas,50209,2,4,4 Clock Value
5,Arkansas,50209,2,5,5 Clock Value
5,Arkansas,50209,2,6,6 Clock Value
5,Arkansas,50209,2,7,7 Clock Value
5,Arkansas,50209,2,8,8 Clock Value
5,Arkansas,50209,2,9,9 Clock Value
5,Arkansas,50209,2,10,10 Clock Value
5,Arkansas,50209,2,11,11 Clock Value
5,Arkansas,50209,2,12,12 Clock Value
5,Arkansas,50209,2,13,Top
5,Arkansas,50209,2,14,Undercarriage
5,Arkansas,50210,1,1,1 Clock Value
5,Arkansas,50210,1,11,11 Clock Value
5,Arkansas,50210,1,12,12 Clock Value
5,Arkansas,50211,1,1,1 Clock Value
5,Arkansas,50211,1,2,2 Clock Value
5,Arkansas,50211,1,3,3 Clock Value
5,Arkansas,50211,1,9,9 Clock Value
5,Arkansas,50211,1,10,10 Clock Value
5,Arkansas,50211,1,11,11 Clock Value
5,Arkansas,50211,1,12,12 Clock Value
5,Arkansas,50211,1,14,Undercarriage
5,Arkansas,50212,1,1,1 Clock Value
5,Arkansas,50212,1,2,2 Clock Value
5,Arkansas,50212,1,3,3 Clock Value
5,Arkansas,50212,1,4,4 Clock Value
5,Arkansas,50212,1,5,5 Clock Value
5,Arkansas,50212,1,6,6 Clock Value
5,Arkansas,50212,1,7,7 Clock Value
5,Arkansas,50212,1,8,8 Clock Value
5,Arkansas,50212,1,9,9 Clock Value
5,Arkansas,50212,1,10,10 Clock Value
5,Arkansas,50212,1,11,11 Clock Value
5,Arkansas,50212,1,12,12 Clock Value
5,Arkansas,50212,2,1,1 Clock Value
5,Arkansas,50212,2,2,2 Clock Value
5,Arkansas,50212,2,3,3 Clock Value
5,Arkansas,50212,2,4,4 Clock Value
5,Arkansas,50212,2,5,5 Clock Value
5,Arkansas,50212,2,6,6 Clock Value
5,Arkansas,50212,2,7,7 Clock Value
5,Arkansas,50212,2,8,8 Clock Value
5,Arkansas,50212,2,9,9 Clock Value
5,Arkansas,50212,2,10,10 Clock Value
5,Arkansas,50212,2,11,11 Clock Value
5,Arkansas,50212,2,12,12 Clock Value
5,Arkansas,50212,2,13,Top
5,Arkansas,50212,2,14,Undercarriage
5,Arkansas,50213,1,5,5 Clock Value
5,Arkansas,50213,1,6,6 Clock Value
5,Arkansas,50213,2,1,1 Clock Value
5,Arkansas,50213,2,10,10 Clock Value
5,Arkansas,50213,2,11,11 Clock Value
5,Arkansas,50213,3,1,1 Clock Value
5,Arkansas,50213,3,6,6 Clock Value
5,Arkansas,50213,3,11,11 Clock Value
5,Arkansas,50213,4,1,1 Clock Value
5,Arkansas,50213,4,5,5 Clock Value
5,Arkansas,50213,4,6,6 Clock Value
5,Arkansas,50213,4,7,7 Clock Value
5,Arkansas,50213,4,11,11 Clock Value
5,Arkansas,50213,4,12,12 Clock Value
5,Arkansas,50213,5,1,1 Clock Value
5,Arkansas,50213,5,11,11 Clock Value
5,Arkansas,50213,5,12,12 Clock Value
5,Arkansas,50213,6,5,5 Clock Value
5,Arkansas,50213,6,6,6 Clock Value
5,Arkansas,50213,6,7,7 Clock Value
5,Arkansas,50213,6,11,11 Clock Value
5,Arkansas,50213,7,1,1 Clock Value
5,Arkansas,50213,7,5,5 Clock Value
5,Arkansas,50213,7,6,6 Clock Value
5,Arkansas,50213,7,7,7 Clock Value
5,Arkansas,50213,7,11,11 Clock Value
5,Arkansas,50213,7,12,12 Clock Value
5,Arkansas,50213,8,1,1 Clock Value
5,Arkansas,50213,8,5,5 Clock Value
5,Arkansas,50213,8,6,6 Clock Value
5,Arkansas,50213,8,7,7 Clock Value
5,Arkansas,50213,9,1,1 Clock Value
5,Arkansas,50213,9,2,2 Clock Value
5,Arkansas,50213,9,3,3 Clock Value
5,Arkansas,50213,9,4,4 Clock Value
5,Arkansas,50213,9,5,5 Clock Value
5,Arkansas,50213,9,6,6 Clock Value
5,Arkansas,50213,9,7,7 Clock Value
5,Arkansas,50213,9,8,8 Clock Value
5,Arkansas,50213,9,9,9 Clock Value
5,Arkansas,50213,9,10,10 Clock Value
5,Arkansas,50213,9,11,11 Clock Value
5,Arkansas,50213,9,12,12 Clock Value
5,Arkansas,50213,9,13,Top
5,Arkansas,50213,9,14,Undercarriage
5,Arkansas,50213,10,1,1 Clock Value
5,Arkansas,50213,10,2,2 Clock Value
5,Arkansas,50213,10,3,3 Clock Value
5,Arkansas,50213,10,4,4 Clock Value
5,Arkansas,50213,10,5,5 Clock Value
5,Arkansas,50213,10,6,6 Clock Value
5,Arkansas,50213,10,7,7 Clock Value
5,Arkansas,50213,10,8,8 Clock Value
5,Arkansas,50213,10,9,9 Clock Value
5,Arkansas,50213,10,10,10 Clock Value
5,Arkansas,50213,10,11,11 Clock Value
5,Arkansas,50213,10,12,12 Clock Value
5,Arkansas,50213,11,1,1 Clock Value
5,Arkansas,50213,11,2,2 Clock Value
5,Arkansas,50213,11,3,3 Clock Value
5,Arkansas,50213,11,4,4 Clock Value
5,Arkansas,50213,11,5,5 Clock Value
5,Arkansas,50213,11,6,6 Clock Value
5,Arkansas,50213,11,7,7 Clock Value
5,Arkansas,50213,11,8,8 Clock Value
5,Arkansas,50213,11,9,9 Clock Value
5,Arkansas,50213,11,10,10 Clock Value
5,Arkansas,50213,11,11,11 Clock Value
5,Arkansas,50213,11,12,12 Clock Value
5,Arkansas,50213,11,13,Top
5,Arkansas,50213,11,14,Undercarriage
5,Arkansas,50213,12,1,1 Clock Value
5,Arkansas,50213,12,2,2 Clock Value
5,Arkansas,50213,12,3,3 Clock Value
5,Arkansas,50213,12,4,4 Clock Value
5,Arkansas,50213,12,5,5 Clock Value
5,Arkansas,50213,12,6,6 Clock Value
5,Arkansas,50213,12,7,7 Clock Value
5,Arkansas,50213,12,8,8 Clock Value
5,Arkansas,50213,12,9,9 Clock Value
5,Arkansas,50213,12,10,10 Clock Value
5,Arkansas,50213,12,11,11 Clock Value
5,Arkansas,50213,12,12,12 Clock Value
5,Arkansas,50213,12,13,Top
5,Arkansas,50213,12,14,Undercarriage
5,Arkansas,50213,13,1,1 Clock Value
5,Arkansas,50213,13,2,2 Clock Value
5,Arkansas,50213,13,3,3 Clock Value
5,Arkansas,50213,13,4,4 Clock Value
5,Arkansas,50213,13,5,5 Clock Value
5,Arkansas,50213,13,6,6 Clock Value
5,Arkansas,50213,13,7,7 Clock Value
5,Arkansas,50213,13,8,8 Clock Value
5,Arkansas,50213,13,9,9 Clock Value
5,Arkansas,50213,13,10,10 Clock Value
5,Arkansas,50213,13,11,11 Clock Value
5,Arkansas,50213,13,12,12 Clock Value
5,Arkansas,50213,14,1,1 Clock Value
5,Arkansas,50213,14,2,2 Clock Value
5,Arkansas,50213,14,3,3 Clock Value
5,Arkansas,50213,14,4,4 Clock Value
5,Arkansas,50213,14,5,5 Clock Value
5,Arkansas,50213,14,6,6 Clock Value
5,Arkansas,50213,14,7,7 Clock Value
5,Arkansas,50213,14,8,8 Clock Value
5,Arkansas,50213,14,9,9 Clock Value
5,Arkansas,50213,14,10,10 Clock Value
5,Arkansas,50213,14,11,11 Clock Value
5,Arkansas,50213,14,12,12 Clock Value
5,Arkansas,50213,15,1,1 Clock Value
5,Arkansas,50213,15,2,2 Clock Value
5,Arkansas,50213,15,3,3 Clock Value
5,Arkansas,50213,15,4,4 Clock Value
5,Arkansas,50213,15,5,5 Clock Value
5,Arkansas,50213,15,6,6 Clock Value
5,Arkansas,50213,15,7,7 Clock Value
5,Arkansas,50213,15,8,8 Clock Value
5,Arkansas,50213,15,9,9 Clock Value
5,Arkansas,50213,15,10,10 Clock Value
5,Arkansas,50213,15,11,11 Clock Value
5,Arkansas,50213,15,12,12 Clock Value
5,Arkansas,50213,15,13,Top
5,Arkansas,50213,15,14,Undercarriage
5,Arkansas,50213,16,1,1 Clock Value
5,Arkansas,50213,16,2,2 Clock Value
5,Arkansas,50213,16,3,3 Clock Value
5,Arkansas,50213,16,4,4 Clock Value
5,Arkansas,50213,16,5,5 Clock Value
5,Arkansas,50213,16,6,6 Clock Value
5,Arkansas,50213,16,7,7 Clock Value
5,Arkansas,50213,16,8,8 Clock Value
5,Arkansas,50213,16,9,9 Clock Value
5,Arkansas,50213,16,10,10 Clock Value
5,Arkansas,50213,16,11,11 Clock Value
5,Arkansas,50213,16,12,12 Clock Value
5,Arkansas,50213,16,13,Top
5,Arkansas,50213,16,14,Undercarriage
5,Arkansas,50213,17,1,1 Clock Value
5,Arkansas,50213,17,2,2 Clock Value
5,Arkansas,50213,17,3,3 Clock Value
5,Arkansas,50213,17,4,4 Clock Value
5,Arkansas,50213,17,5,5 Clock Value
5,Arkansas,50213,17,6,6 Clock Value
5,Arkansas,50213,17,7,7 Clock Value
5,Arkansas,50213,17,8,8 Clock Value
5,Arkansas,50213,17,9,9 Clock Value
5,Arkansas,50213,17,10,10 Clock Value
5,Arkansas,50213,17,11,11 Clock Value
5,Arkansas,50213,17,12,12 Clock Value
5,Arkansas,50213,17,13,Top
5,Arkansas,50213,17,14,Undercarriage
5,Arkansas,50213,18,1,1 Clock Value
5,Arkansas,50213,18,2,2 Clock Value
5,Arkansas,50213,18,3,3 Clock Value
5,Arkansas,50213,18,4,4 Clock Value
5,Arkansas,50213,18,5,5 Clock Value
5,Arkansas,50213,18,6,6 Clock Value
5,Arkansas,50213,18,7,7 Clock Value
5,Arkansas,50213,18,8,8 Clock Value
5,Arkansas,50213,18,9,9 Clock Value
5,Arkansas,50213,18,10,10 Clock Value
5,Arkansas,50213,18,11,11 Clock Value
5,Arkansas,50213,18,12,12 Clock Value
5,Arkansas,50213,18,13,Top
5,Arkansas,50213,18,14,Undercarriage
5,Arkansas,50213,19,1,1 Clock Value
5,Arkansas,50213,19,2,2 Clock Value
5,Arkansas,50213,19,3,3 Clock Value
5,Arkansas,50213,19,4,4 Clock Value
5,Arkansas,50213,19,5,5 Clock Value
5,Arkansas,50213,19,6,6 Clock Value
5,Arkansas,50213,19,7,7 Clock Value
5,Arkansas,50213,19,8,8 Clock Value
5,Arkansas,50213,19,9,9 Clock Value
5,Arkansas,50213,19,10,10 Clock Value
5,Arkansas,50213,19,11,11 Clock Value
5,Arkansas,50213,19,12,12 Clock Value
5,Arkansas,50213,19,13,Top
5,Arkansas,50213,19,14,Undercarriage
5,Arkansas,50213,20,1,1 Clock Value
5,Arkansas,50213,20,2,2 Clock Value
5,Arkansas,50213,20,3,3 Clock Value
5,Arkansas,50213,20,4,4 Clock Value
5,Arkansas,50213,20,5,5 Clock Value
5,Arkansas,50213,20,6,6 Clock Value
5,Arkansas,50213,20,7,7 Clock Value
5,Arkansas,50213,20,8,8 Clock Value
5,Arkansas,50213,20,9,9 Clock Value
5,Arkansas,50213,20,10,10 Clock Value
5,Arkansas,50213,20,11,11 Clock Value
5,Arkansas,50213,20,12,12 Clock Value
5,Arkansas,50213,20,13,Top
5,Arkansas,50213,20,14,Undercarriage
5,Arkansas,50214,1,7,7 Clock Value
5,Arkansas,50214,1,8,8 Clock Value
5,Arkansas,50214,1,9,9 Clock Value
5,Arkansas,50214,1,10,10 Clock Value
5,Arkansas,50214,1,11,11 Clock Value
5,Arkansas,50214,1,12,12 Clock Value
5,Arkansas,50214,1,13,Top
5,Arkansas,50215,1,1,1 Clock Value
5,Arkansas,50215,1,11,11 Clock Value
5,Arkansas,50215,1,12,12 Clock Value
5,Arkansas,50215,2,1,1 Clock Value
5,Arkansas,50215,2,2,2 Clock Value
5,Arkansas,50215,2,3,3 Clock Value
5,Arkansas,50215,2,4,4 Clock Value
5,Arkansas,50215,2,5,5 Clock Value
5,Arkansas,50215,2,6,6 Clock Value
5,Arkansas,50215,2,7,7 Clock Value
5,Arkansas,50215,2,8,8 Clock Value
5,Arkansas,50215,2,9,9 Clock Value
5,Arkansas,50215,2,10,10 Clock Value
5,Arkansas,50215,2,11,11 Clock Value
5,Arkansas,50215,2,12,12 Clock Value
5,Arkansas,50215,2,13,Top
5,Arkansas,50215,3,9,9 Clock Value
5,Arkansas,50215,3,10,10 Clock Value
5,Arkansas,50215,3,11,11 Clock Value
5,Arkansas,50215,3,12,12 Clock Value
5,Arkansas,50215,4,6,6 Clock Value
5,Arkansas,50215,4,7,7 Clock Value
5,Arkansas,50215,4,8,8 Clock Value
5,Arkansas,50215,4,9,9 Clock Value
5,Arkansas,50215,4,10,10 Clock Value
5,Arkansas,50215,4,11,11 Clock Value
5,Arkansas,50215,4,12,12 Clock Value
5,Arkansas,50215,5,1,1 Clock Value
5,Arkansas,50215,5,12,12 Clock Value
5,Arkansas,50216,1,1,1 Clock Value
5,Arkansas,50216,1,2,2 Clock Value
5,Arkansas,50216,1,3,3 Clock Value
5,Arkansas,50216,1,4,4 Clock Value
5,Arkansas,50216,1,5,5 Clock Value
5,Arkansas,50216,1,6,6 Clock Value
5,Arkansas,50216,1,7,7 Clock Value
5,Arkansas,50216,1,8,8 Clock Value
5,Arkansas,50216,1,9,9 Clock Value
5,Arkansas,50216,1,10,10 Clock Value
5,Arkansas,50216,1,11,11 Clock Value
5,Arkansas,50216,1,12,12 Clock Value
5,Arkansas,50216,1,14,Undercarriage
5,Arkansas,50217,1,1,1 Clock Value
5,Arkansas,50217,1,2,2 Clock Value
5,Arkansas,50217,1,3,3 Clock Value
5,Arkansas,50217,1,4,4 Clock Value
5,Arkansas,50217,1,5,5 Clock Value
5,Arkansas,50217,1,6,6 Clock Value
5,Arkansas,50217,1,7,7 Clock Value
5,Arkansas,50217,1,8,8 Clock Value
5,Arkansas,50217,1,9,9 Clock Value
5,Arkansas,50217,1,10,10 Clock Value
5,Arkansas,50217,1,11,11 Clock Value
5,Arkansas,50217,1,12,12 Clock Value
5,Arkansas,50218,1,7,7 Clock Value
5,Arkansas,50218,1,8,8 Clock Value
5,Arkansas,50218,1,9,9 Clock Value
5,Arkansas,50218,1,10,10 Clock Value
5,Arkansas,50218,1,11,11 Clock Value
5,Arkansas,50218,1,12,12 Clock Value
5,Arkansas,50218,1,13,Top
5,Arkansas,50218,1,14,Undercarriage
5,Arkansas,50219,1,1,1 Clock Value
5,Arkansas,50219,1,2,2 Clock Value
5,Arkansas,50219,1,3,3 Clock Value
5,Arkansas,50219,1,4,4 Clock Value
5,Arkansas,50219,1,5,5 Clock Value
5,Arkansas,50219,1,6,6 Clock Value
5,Arkansas,50219,1,7,7 Clock Value
5,Arkansas,50219,1,8,8 Clock Value
5,Arkansas,50219,1,9,9 Clock Value
5,Arkansas,50219,1,10,10 Clock Value
5,Arkansas,50219,1,11,11 Clock Value
5,Arkansas,50219,1,12,12 Clock Value
5,Arkansas,50219,1,13,Top
5,Arkansas,50220,1,1,1 Clock Value
5,Arkansas,50220,1,2,2 Clock Value
5,Arkansas,50220,1,11,11 Clock Value
5,Arkansas,50220,1,12,12 Clock Value
5,Arkansas,50220,2,1,1 Clock Value
5,Arkansas,50220,2,2,2 Clock Value
5,Arkansas,50220,2,3,3 Clock Value
5,Arkansas,50220,2,12,12 Clock Value
5,Arkansas,50221,1,1,1 Clock Value
5,Arkansas,50221,1,2,2 Clock Value
5,Arkansas,50221,1,10,10 Clock Value
5,Arkansas,50221,1,11,11 Clock Value
5,Arkansas,50221,1,12,12 Clock Value
5,Arkansas,50223,1,1,1 Clock Value
5,Arkansas,50223,1,2,2 Clock Value
5,Arkansas,50223,1,3,3 Clock Value
5,Arkansas,50223,1,4,4 Clock Value
5,Arkansas,50223,1,5,5 Clock Value
5,Arkansas,50223,1,6,6 Clock Value
5,Arkansas,50223,1,7,7 Clock Value
5,Arkansas,50223,1,8,8 Clock Value
5,Arkansas,50223,1,9,9 Clock Value
5,Arkansas,50223,1,10,10 Clock Value
5,Arkansas,50223,1,11,11 Clock Value
5,Arkansas,50223,1,12,12 Clock Value
5,Arkansas,50223,1,13,Top
5,Arkansas,50223,1,14,Undercarriage
5,Arkansas,50224,1,12,12 Clock Value
5,Arkansas,50224,2,1,1 Clock Value
5,Arkansas,50224,2,2,2 Clock Value
5,Arkansas,50224,2,3,3 Clock Value
5,Arkansas,50224,2,4,4 Clock Value
5,Arkansas,50224,2,5,5 Clock Value
5,Arkansas,50224,2,10,10 Clock Value
5,Arkansas,50224,2,11,11 Clock Value
5,Arkansas,50224,2,12,12 Clock Value
5,Arkansas,50225,1,12,12 Clock Value
5,Arkansas,50226,1,12,12 Clock Value
5,Arkansas,50226,1,13,Top
5,Arkansas,50227,1,1,1 Clock Value
5,Arkansas,50227,1,2,2 Clock Value
5,Arkansas,50227,1,3,3 Clock Value
5,Arkansas,50227,1,8,8 Clock Value
5,Arkansas,50227,1,9,9 Clock Value
5,Arkansas,50227,1,10,10 Clock Value
5,Arkansas,50227,1,11,11 Clock Value
5,Arkansas,50227,1,12,12 Clock Value
5,Arkansas,50227,1,14,Undercarriage
5,Arkansas,50227,2,1,1 Clock Value
5,Arkansas,50227,2,2,2 Clock Value
5,Arkansas,50227,2,9,9 Clock Value
5,Arkansas,50227,2,10,10 Clock Value
5,Arkansas,50227,2,11,11 Clock Value
5,Arkansas,50227,2,12,12 Clock Value
5,Arkansas,50227,2,14,Undercarriage
5,Arkansas,50228,1,1,1 Clock Value
5,Arkansas,50228,1,2,2 Clock Value
5,Arkansas,50228,1,3,3 Clock Value
5,Arkansas,50228,1,4,4 Clock Value
5,Arkansas,50228,1,5,5 Clock Value
5,Arkansas,50228,1,6,6 Clock Value
5,Arkansas,50228,1,7,7 Clock Value
5,Arkansas,50228,1,8,8 Clock Value
5,Arkansas,50228,1,9,9 Clock Value
5,Arkansas,50228,1,10,10 Clock Value
5,Arkansas,50228,1,11,11 Clock Value
5,Arkansas,50228,1,12,12 Clock Value
5,Arkansas,50228,1,13,Top
