STATE,STATENAME,ST_CASE,VEH_NO,DAMAGE,DAMAGENAME
1,Alabama,10141,1,9,9 Clock Value
1,Alabama,10142,1,12,12 Clock Value
1,Alabama,10142,2,12,12 Clock Value
1,Alabama,10143,1,12,12 Clock Value
1,Alabama,10143,2,6,6 Clock Value
1,Alabama,10143,3,6,6 Clock Value
1,Alabama,10143,4,6,6 Clock Value
1,Alabama,10143,4,12,12 Clock Value
1,Alabama,10143,5,6,6 Clock Value
1,Alabama,10143,5,7,7 Clock Value
1,Alabama,10143,5,8,8 Clock Value
1,Alabama,10143,5,9,9 Clock Value
1,Alabama,10143,5,10,10 Clock Value
1,Alabama,10143,5,11,11 Clock Value
1,Alabama,10143,6,5,5 Clock Value
1,Alabama,10143,6,6,6 Clock Value
1,Alabama,10143,6,7,7 Clock Value
1,Alabama,10144,1,12,12 Clock Value
1,Alabama,10144,2,12,12 Clock Value
1,Alabama,10145,1,6,6 Clock Value
1,Alabama,10145,2,12,12 Clock Value
1,Alabama,10146,1,12,12 Clock Value
1,Alabama,10147,1,3,3 Clock Value
1,Alabama,10147,1,6,6 Clock Value
1,Alabama,10147,1,12,12 Clock Value
1,Alabama,10147,2,12,12 Clock Value
1,Alabama,10148,1,1,1 Clock Value
1,Alabama,10149,1,11,11 Clock Value
1,Alabama,10149,2,1,1 Clock Value
1,Alabama,10149,2,11,11 Clock Value
1,Alabama,10149,2,12,12 Clock Value
1,Alabama,10150,1,1,1 Clock Value
1,Alabama,10150,1,2,2 Clock Value
1,Alabama,10150,1,3,3 Clock Value
1,Alabama,10150,1,4,4 Clock Value
1,Alabama,10150,1,5,5 Clock Value
1,Alabama,10150,1,6,6 Clock Value
1,Alabama,10150,1,7,7 Clock Value
1,Alabama,10150,1,8,8 Clock Value
1,Alabama,10150,1,9,9 Clock Value
1,Alabama,10150,1,10,10 Clock Value
1,Alabama,10150,1,11,11 Clock Value
1,Alabama,10150,1,12,12 Clock Value
1,Alabama,10150,1,13,Top
1,Alabama,10150,1,14,Undercarriage
1,Alabama,10151,1,1,1 Clock Value
1,Alabama,10151,1,11,11 Clock Value
1,Alabama,10151,1,12,12 Clock Value
1,Alabama,10151,1,14,Undercarriage
1,Alabama,10152,1,1,1 Clock Value
1,Alabama,10152,1,2,2 Clock Value
1,Alabama,10152,1,3,3 Clock Value
1,Alabama,10152,1,4,4 Clock Value
1,Alabama,10152,1,5,5 Clock Value
1,Alabama,10153,1,10,10 Clock Value
1,Alabama,10153,2,1,1 Clock Value
1,Alabama,10153,2,11,11 Clock Value
1,Alabama,10153,2,12,12 Clock Value
1,Alabama,10154,1,9,9 Clock Value
1,Alabama,10154,1,12,12 Clock Value
1,Alabama,10154,2,12,12 Clock Value
1,Alabama,10155,1,3,3 Clock Value
1,Alabama,10156,1,1,1 Clock Value
1,Alabama,10156,1,12,12 Clock Value
1,Alabama,10157,1,3,3 Clock Value
1,Alabama,10158,1,12,12 Clock Value
1,Alabama,10159,1,1,1 Clock Value
1,Alabama,10159,1,13,Top
1,Alabama,10160,1,4,4 Clock Value
1,Alabama,10160,1,12,12 Clock Value
1,Alabama,10161,1,1,1 Clock Value
1,Alabama,10162,1,99,Damage Areas Unknown
1,Alabama,10162,2,6,6 Clock Value
1,Alabama,10162,2,7,7 Clock Value
1,Alabama,10163,1,1,1 Clock Value
1,Alabama,10163,1,2,2 Clock Value
1,Alabama,10163,1,6,6 Clock Value
1,Alabama,10163,1,10,10 Clock Value
1,Alabama,10163,1,11,11 Clock Value
1,Alabama,10163,1,12,12 Clock Value
1,Alabama,10163,2,1,1 Clock Value
1,Alabama,10163,2,2,2 Clock Value
1,Alabama,10163,2,3,3 Clock Value
1,Alabama,10163,2,10,10 Clock Value
1,Alabama,10163,2,11,11 Clock Value
1,Alabama,10163,2,12,12 Clock Value
1,Alabama,10164,1,12,12 Clock Value
1,Alabama,10164,2,8,8 Clock Value
1,Alabama,10165,1,7,7 Clock Value
1,Alabama,10165,1,8,8 Clock Value
1,Alabama,10165,1,9,9 Clock Value
1,Alabama,10165,1,10,10 Clock Value
1,Alabama,10165,1,11,11 Clock Value
1,Alabama,10165,2,1,1 Clock Value
1,Alabama,10165,2,11,11 Clock Value
1,Alabama,10165,2,12,12 Clock Value
1,Alabama,10166,1,1,1 Clock Value
1,Alabama,10166,1,2,2 Clock Value
1,Alabama,10166,1,3,3 Clock Value
1,Alabama,10166,1,4,4 Clock Value
1,Alabama,10166,1,5,5 Clock Value
1,Alabama,10166,1,12,12 Clock Value
1,Alabama,10167,1,12,12 Clock Value
1,Alabama,10167,1,13,Top
1,Alabama,10168,1,12,12 Clock Value
1,Alabama,10168,1,13,Top
1,Alabama,10169,1,10,10 Clock Value
1,Alabama,10169,1,13,Top
1,Alabama,10170,1,12,12 Clock Value
1,Alabama,10170,2,1,1 Clock Value
1,Alabama,10170,2,2,2 Clock Value
1,Alabama,10170,2,3,3 Clock Value
1,Alabama,10171,1,1,1 Clock Value
1,Alabama,10171,1,11,11 Clock Value
1,Alabama,10171,1,12,12 Clock Value
1,Alabama,10172,1,12,12 Clock Value
1,Alabama,10173,1,12,12 Clock Value
1,Alabama,10174,1,11,11 Clock Value
1,Alabama,10174,1,12,12 Clock Value
1,Alabama,10174,2,5,5 Clock Value
1,Alabama,10174,2,13,Top
1,Alabama,10175,1,12,12 Clock Value
1,Alabama,10176,1,12,12 Clock Value
1,Alabama,10176,2,6,6 Clock Value
1,Alabama,10176,2,11,11 Clock Value
1,Alabama,10176,2,12,12 Clock Value
1,Alabama,10177,1,12,12 Clock Value
1,Alabama,10177,2,6,6 Clock Value
1,Alabama,10177,2,12,12 Clock Value
1,Alabama,10178,1,3,3 Clock Value
1,Alabama,10178,2,1,1 Clock Value
1,Alabama,10178,2,11,11 Clock Value
1,Alabama,10178,2,12,12 Clock Value
1,Alabama,10179,1,1,1 Clock Value
1,Alabama,10179,1,11,11 Clock Value
1,Alabama,10179,1,12,12 Clock Value
1,Alabama,10179,1,13,Top
1,Alabama,10180,1,12,12 Clock Value
1,Alabama,10181,1,3,3 Clock Value
1,Alabama,10181,1,12,12 Clock Value
1,Alabama,10181,2,12,12 Clock Value
1,Alabama,10181,3,12,12 Clock Value
1,Alabama,10182,1,12,12 Clock Value
1,Alabama,10182,2,1,1 Clock Value
1,Alabama,10182,2,11,11 Clock Value
1,Alabama,10182,2,12,12 Clock Value
1,Alabama,10183,1,12,12 Clock Value
1,Alabama,10184,1,8,8 Clock Value
1,Alabama,10185,1,12,12 Clock Value
1,Alabama,10186,1,1,1 Clock Value
1,Alabama,10186,1,11,11 Clock Value
1,Alabama,10186,1,12,12 Clock Value
1,Alabama,10186,2,11,11 Clock Value
1,Alabama,10186,2,12,12 Clock Value
1,Alabama,10187,1,12,12 Clock Value
1,Alabama,10187,1,14,Undercarriage
1,Alabama,10187,2,6,6 Clock Value
1,Alabama,10188,1,6,6 Clock Value
1,Alabama,10188,1,7,7 Clock Value
1,Alabama,10188,1,8,8 Clock Value
1,Alabama,10188,1,9,9 Clock Value
1,Alabama,10188,1,10,10 Clock Value
1,Alabama,10188,2,1,1 Clock Value
1,Alabama,10188,2,2,2 Clock Value
1,Alabama,10188,2,10,10 Clock Value
1,Alabama,10188,2,11,11 Clock Value
1,Alabama,10188,2,12,12 Clock Value
1,Alabama,10189,1,6,6 Clock Value
1,Alabama,10189,2,12,12 Clock Value
1,Alabama,10189,3,7,7 Clock Value
1,Alabama,10189,3,8,8 Clock Value
1,Alabama,10189,3,9,9 Clock Value
1,Alabama,10189,3,10,10 Clock Value
1,Alabama,10189,3,11,11 Clock Value
1,Alabama,10189,3,12,12 Clock Value
1,Alabama,10189,4,1,1 Clock Value
1,Alabama,10189,4,2,2 Clock Value
1,Alabama,10189,4,12,12 Clock Value
1,Alabama,10190,1,6,6 Clock Value
1,Alabama,10190,2,12,12 Clock Value
1,Alabama,10191,1,2,2 Clock Value
1,Alabama,10192,1,12,12 Clock Value
1,Alabama,10192,2,12,12 Clock Value
1,Alabama,10193,1,7,7 Clock Value
1,Alabama,10193,1,8,8 Clock Value
1,Alabama,10193,1,9,9 Clock Value
1,Alabama,10193,2,12,12 Clock Value
1,Alabama,10194,1,12,12 Clock Value
1,Alabama,10194,2,12,12 Clock Value
1,Alabama,10195,1,12,12 Clock Value
1,Alabama,10195,2,6,6 Clock Value
1,Alabama,10196,1,8,8 Clock Value
1,Alabama,10196,1,12,12 Clock Value
1,Alabama,10197,1,12,12 Clock Value
1,Alabama,10198,1,12,12 Clock Value
1,Alabama,10199,1,9,9 Clock Value
1,Alabama,10199,2,12,12 Clock Value
1,Alabama,10200,1,12,12 Clock Value
1,Alabama,10201,1,9,9 Clock Value
1,Alabama,10201,1,12,12 Clock Value
1,Alabama,10202,1,6,6 Clock Value
1,Alabama,10202,1,12,12 Clock Value
1,Alabama,10203,1,12,12 Clock Value
1,Alabama,10204,1,11,11 Clock Value
1,Alabama,10204,1,12,12 Clock Value
1,Alabama,10204,1,13,Top
1,Alabama,10205,1,12,12 Clock Value
1,Alabama,10205,2,2,2 Clock Value
1,Alabama,10205,2,12,12 Clock Value
1,Alabama,10206,1,12,12 Clock Value
1,Alabama,10206,1,13,Top
1,Alabama,10207,1,12,12 Clock Value
1,Alabama,10207,2,12,12 Clock Value
1,Alabama,10208,1,12,12 Clock Value
1,Alabama,10208,1,13,Top
1,Alabama,10209,1,12,12 Clock Value
1,Alabama,10210,1,1,1 Clock Value
1,Alabama,10211,1,12,12 Clock Value
1,Alabama,10211,2,12,12 Clock Value
1,Alabama,10212,1,6,6 Clock Value
1,Alabama,10212,1,12,12 Clock Value
1,Alabama,10213,1,1,1 Clock Value
1,Alabama,10213,1,2,2 Clock Value
1,Alabama,10213,1,12,12 Clock Value
1,Alabama,10213,1,13,Top
1,Alabama,10214,1,3,3 Clock Value
1,Alabama,10214,1,13,Top
1,Alabama,10215,1,1,1 Clock Value
1,Alabama,10215,1,7,7 Clock Value
1,Alabama,10215,1,8,8 Clock Value
1,Alabama,10215,1,11,11 Clock Value
1,Alabama,10215,1,12,12 Clock Value
1,Alabama,10215,2,4,4 Clock Value
1,Alabama,10215,2,5,5 Clock Value
1,Alabama,10216,1,1,1 Clock Value
1,Alabama,10216,1,9,9 Clock Value
1,Alabama,10216,1,10,10 Clock Value
1,Alabama,10216,1,11,11 Clock Value
1,Alabama,10216,1,12,12 Clock Value
1,Alabama,10216,2,1,1 Clock Value
1,Alabama,10216,2,9,9 Clock Value
1,Alabama,10216,2,10,10 Clock Value
1,Alabama,10216,2,11,11 Clock Value
1,Alabama,10216,2,12,12 Clock Value
1,Alabama,10217,1,1,1 Clock Value
1,Alabama,10217,1,12,12 Clock Value
1,Alabama,10218,1,12,12 Clock Value
1,Alabama,10219,1,12,12 Clock Value
1,Alabama,10219,2,12,12 Clock Value
1,Alabama,10220,1,12,12 Clock Value
1,Alabama,10221,1,1,1 Clock Value
1,Alabama,10221,1,2,2 Clock Value
1,Alabama,10221,1,3,3 Clock Value
1,Alabama,10221,1,4,4 Clock Value
1,Alabama,10221,1,5,5 Clock Value
1,Alabama,10221,1,6,6 Clock Value
1,Alabama,10221,1,7,7 Clock Value
1,Alabama,10221,1,8,8 Clock Value
1,Alabama,10221,1,9,9 Clock Value
1,Alabama,10221,1,10,10 Clock Value
1,Alabama,10221,1,11,11 Clock Value
1,Alabama,10221,1,12,12 Clock Value
1,Alabama,10221,1,13,Top
1,Alabama,10221,2,1,1 Clock Value
1,Alabama,10221,2,2,2 Clock Value
1,Alabama,10221,2,3,3 Clock Value
1,Alabama,10221,2,4,4 Clock Value
1,Alabama,10221,2,5,5 Clock Value
1,Alabama,10221,2,6,6 Clock Value
1,Alabama,10221,2,7,7 Clock Value
1,Alabama,10221,2,8,8 Clock Value
1,Alabama,10221,2,9,9 Clock Value
1,Alabama,10221,2,10,10 Clock Value
1,Alabama,10221,2,11,11 Clock Value
1,Alabama,10221,2,12,12 Clock Value
1,Alabama,10221,2,13,Top
1,Alabama,10221,3,8,8 Clock Value
1,Alabama,10222,1,1,1 Clock Value
1,Alabama,10222,1,11,11 Clock Value
1,Alabama,10222,1,12,12 Clock Value
1,Alabama,10222,2,1,1 Clock Value
1,Alabama,10222,2,11,11 Clock Value
1,Alabama,10222,2,12,12 Clock Value
1,Alabama,10223,1,12,12 Clock Value
1,Alabama,10223,2,12,12 Clock Value
1,Alabama,10224,1,9,9 Clock Value
1,Alabama,10225,1,9,9 Clock Value
1,Alabama,10225,2,1,1 Clock Value
1,Alabama,10225,2,2,2 Clock Value
1,Alabama,10225,2,3,3 Clock Value
1,Alabama,10225,2,11,11 Clock Value
1,Alabama,10225,2,12,12 Clock Value
1,Alabama,10226,1,12,12 Clock Value
1,Alabama,10227,1,1,1 Clock Value
1,Alabama,10228,1,1,1 Clock Value
1,Alabama,10228,1,2,2 Clock Value
1,Alabama,10228,1,3,3 Clock Value
1,Alabama,10228,1,4,4 Clock Value
1,Alabama,10228,1,5,5 Clock Value
1,Alabama,10228,1,6,6 Clock Value
1,Alabama,10228,1,7,7 Clock Value
1,Alabama,10228,1,8,8 Clock Value
1,Alabama,10228,1,9,9 Clock Value
1,Alabama,10228,1,10,10 Clock Value
1,Alabama,10228,1,11,11 Clock Value
1,Alabama,10228,1,12,12 Clock Value
1,Alabama,10228,1,13,Top
1,Alabama,10228,1,14,Undercarriage
1,Alabama,10229,1,12,12 Clock Value
1,Alabama,10230,1,1,1 Clock Value
1,Alabama,10230,1,13,Top
1,Alabama,10231,1,8,8 Clock Value
1,Alabama,10231,2,1,1 Clock Value
1,Alabama,10231,2,11,11 Clock Value
1,Alabama,10231,2,12,12 Clock Value
1,Alabama,10232,1,7,7 Clock Value
1,Alabama,10232,1,8,8 Clock Value
1,Alabama,10232,1,9,9 Clock Value
1,Alabama,10232,1,10,10 Clock Value
1,Alabama,10232,1,11,11 Clock Value
1,Alabama,10232,1,12,12 Clock Value
1,Alabama,10233,1,12,12 Clock Value
1,Alabama,10234,1,12,12 Clock Value
1,Alabama,10234,1,13,Top
1,Alabama,10235,1,1,1 Clock Value
1,Alabama,10235,1,2,2 Clock Value
1,Alabama,10235,1,3,3 Clock Value
1,Alabama,10235,1,9,9 Clock Value
1,Alabama,10235,1,10,10 Clock Value
1,Alabama,10235,1,11,11 Clock Value
1,Alabama,10235,1,12,12 Clock Value
1,Alabama,10236,1,11,11 Clock Value
1,Alabama,10236,1,13,Top
1,Alabama,10237,1,12,12 Clock Value
1,Alabama,10237,2,6,6 Clock Value
1,Alabama,10237,3,12,12 Clock Value
1,Alabama,10238,1,12,12 Clock Value
1,Alabama,10238,2,12,12 Clock Value
1,Alabama,10238,2,13,Top
1,Alabama,10239,1,12,12 Clock Value
1,Alabama,10239,2,6,6 Clock Value
1,Alabama,10239,2,12,12 Clock Value
1,Alabama,10239,3,1,1 Clock Value
1,Alabama,10239,3,11,11 Clock Value
1,Alabama,10239,3,12,12 Clock Value
1,Alabama,10240,1,1,1 Clock Value
1,Alabama,10240,1,11,11 Clock Value
1,Alabama,10240,1,12,12 Clock Value
1,Alabama,10240,2,1,1 Clock Value
1,Alabama,10240,2,10,10 Clock Value
1,Alabama,10240,2,11,11 Clock Value
1,Alabama,10240,2,12,12 Clock Value
1,Alabama,10241,1,12,12 Clock Value
1,Alabama,10241,2,12,12 Clock Value
1,Alabama,10242,1,12,12 Clock Value
1,Alabama,10242,2,1,1 Clock Value
1,Alabama,10242,2,10,10 Clock Value
1,Alabama,10242,2,11,11 Clock Value
1,Alabama,10242,2,12,12 Clock Value
1,Alabama,10243,1,3,3 Clock Value
1,Alabama,10243,1,13,Top
1,Alabama,10244,1,11,11 Clock Value
1,Alabama,10244,1,12,12 Clock Value
1,Alabama,10245,1,1,1 Clock Value
1,Alabama,10245,1,12,12 Clock Value
1,Alabama,10245,1,13,Top
1,Alabama,10246,1,11,11 Clock Value
1,Alabama,10246,1,12,12 Clock Value
1,Alabama,10246,2,7,7 Clock Value
1,Alabama,10246,2,8,8 Clock Value
1,Alabama,10246,2,9,9 Clock Value
1,Alabama,10246,2,14,Undercarriage
1,Alabama,10246,3,6,6 Clock Value
1,Alabama,10246,3,12,12 Clock Value
1,Alabama,10247,1,12,12 Clock Value
1,Alabama,10247,1,13,Top
1,Alabama,10248,1,12,12 Clock Value
1,Alabama,10248,1,13,Top
1,Alabama,10248,2,10,10 Clock Value
1,Alabama,10249,1,1,1 Clock Value
1,Alabama,10249,1,2,2 Clock Value
1,Alabama,10249,1,3,3 Clock Value
1,Alabama,10249,1,4,4 Clock Value
1,Alabama,10249,1,5,5 Clock Value
1,Alabama,10249,1,11,11 Clock Value
1,Alabama,10250,1,12,12 Clock Value
1,Alabama,10250,1,13,Top
1,Alabama,10251,1,1,1 Clock Value
1,Alabama,10251,1,11,11 Clock Value
1,Alabama,10251,1,12,12 Clock Value
1,Alabama,10251,1,13,Top
1,Alabama,10252,1,12,12 Clock Value
1,Alabama,10253,1,12,12 Clock Value
1,Alabama,10254,1,2,2 Clock Value
1,Alabama,10254,1,13,Top
1,Alabama,10255,1,1,1 Clock Value
1,Alabama,10255,1,11,11 Clock Value
1,Alabama,10255,1,12,12 Clock Value
1,Alabama,10255,2,6,6 Clock Value
1,Alabama,10256,1,12,12 Clock Value
1,Alabama,10256,2,1,1 Clock Value
1,Alabama,10256,2,2,2 Clock Value
1,Alabama,10256,2,3,3 Clock Value
1,Alabama,10256,2,4,4 Clock Value
1,Alabama,10256,2,5,5 Clock Value
1,Alabama,10256,2,6,6 Clock Value
1,Alabama,10256,2,7,7 Clock Value
1,Alabama,10256,2,8,8 Clock Value
1,Alabama,10256,2,9,9 Clock Value
1,Alabama,10256,2,10,10 Clock Value
1,Alabama,10256,2,11,11 Clock Value
1,Alabama,10256,2,12,12 Clock Value
1,Alabama,10256,2,13,Top
1,Alabama,10256,2,14,Undercarriage
1,Alabama,10256,3,6,6 Clock Value
1,Alabama,10256,3,12,12 Clock Value
1,Alabama,10256,4,6,6 Clock Value
1,Alabama,10256,4,12,12 Clock Value
1,Alabama,10256,5,6,6 Clock Value
1,Alabama,10257,1,7,7 Clock Value
1,Alabama,10257,1,8,8 Clock Value
1,Alabama,10257,1,9,9 Clock Value
1,Alabama,10257,1,10,10 Clock Value
1,Alabama,10257,1,11,11 Clock Value
1,Alabama,10257,2,3,3 Clock Value
1,Alabama,10257,2,7,7 Clock Value
1,Alabama,10257,2,8,8 Clock Value
1,Alabama,10257,2,9,9 Clock Value
1,Alabama,10257,2,10,10 Clock Value
1,Alabama,10257,2,11,11 Clock Value
1,Alabama,10258,1,1,1 Clock Value
1,Alabama,10258,1,2,2 Clock Value
1,Alabama,10258,1,3,3 Clock Value
1,Alabama,10258,1,4,4 Clock Value
1,Alabama,10258,1,5,5 Clock Value
1,Alabama,10258,2,12,12 Clock Value
1,Alabama,10259,1,12,12 Clock Value
1,Alabama,10259,2,6,6 Clock Value
1,Alabama,10259,2,7,7 Clock Value
1,Alabama,10259,2,8,8 Clock Value
1,Alabama,10259,2,11,11 Clock Value
1,Alabama,10259,3,12,12 Clock Value
1,Alabama,10260,1,12,12 Clock Value
1,Alabama,10260,1,13,Top
1,Alabama,10260,2,6,6 Clock Value
1,Alabama,10260,2,13,Top
1,Alabama,10261,1,1,1 Clock Value
1,Alabama,10261,1,2,2 Clock Value
1,Alabama,10261,1,3,3 Clock Value
1,Alabama,10261,1,4,4 Clock Value
1,Alabama,10261,1,5,5 Clock Value
1,Alabama,10261,1,12,12 Clock Value
1,Alabama,10262,1,5,5 Clock Value
1,Alabama,10262,1,6,6 Clock Value
1,Alabama,10262,1,7,7 Clock Value
1,Alabama,10262,1,8,8 Clock Value
1,Alabama,10262,2,1,1 Clock Value
1,Alabama,10262,2,11,11 Clock Value
1,Alabama,10262,2,12,12 Clock Value
1,Alabama,10263,1,11,11 Clock Value
1,Alabama,10263,2,3,3 Clock Value
1,Alabama,10264,1,1,1 Clock Value
1,Alabama,10264,1,12,12 Clock Value
1,Alabama,10264,1,13,Top
1,Alabama,10264,2,12,12 Clock Value
1,Alabama,10264,2,13,Top
1,Alabama,10265,1,9,9 Clock Value
1,Alabama,10265,2,12,12 Clock Value
1,Alabama,10266,1,11,11 Clock Value
1,Alabama,10266,1,13,Top
1,Alabama,10267,1,12,12 Clock Value
1,Alabama,10267,1,13,Top
1,Alabama,10268,1,1,1 Clock Value
1,Alabama,10268,2,12,12 Clock Value
1,Alabama,10269,1,1,1 Clock Value
1,Alabama,10269,1,2,2 Clock Value
1,Alabama,10269,1,3,3 Clock Value
1,Alabama,10269,1,4,4 Clock Value
1,Alabama,10269,1,5,5 Clock Value
1,Alabama,10269,1,6,6 Clock Value
1,Alabama,10269,1,12,12 Clock Value
1,Alabama,10269,1,13,Top
1,Alabama,10269,2,1,1 Clock Value
1,Alabama,10269,2,12,12 Clock Value
1,Alabama,10269,2,14,Undercarriage
1,Alabama,10270,1,12,12 Clock Value
1,Alabama,10271,1,12,12 Clock Value
1,Alabama,10271,1,13,Top
1,Alabama,10272,1,1,1 Clock Value
1,Alabama,10272,1,2,2 Clock Value
1,Alabama,10272,1,12,12 Clock Value
1,Alabama,10272,1,13,Top
1,Alabama,10273,1,13,Top
1,Alabama,10274,1,1,1 Clock Value
1,Alabama,10274,1,12,12 Clock Value
1,Alabama,10275,1,3,3 Clock Value
1,Alabama,10276,1,3,3 Clock Value
1,Alabama,10276,1,13,Top
1,Alabama,10276,2,1,1 Clock Value
1,Alabama,10276,2,11,11 Clock Value
1,Alabama,10276,2,12,12 Clock Value
1,Alabama,10277,1,99,Damage Areas Unknown
1,Alabama,10278,1,1,1 Clock Value
1,Alabama,10278,1,2,2 Clock Value
1,Alabama,10278,1,3,3 Clock Value
1,Alabama,10278,1,4,4 Clock Value
1,Alabama,10278,1,5,5 Clock Value
1,Alabama,10278,1,11,11 Clock Value
1,Alabama,10278,1,12,12 Clock Value
1,Alabama,10278,2,1,1 Clock Value
1,Alabama,10278,2,2,2 Clock Value
1,Alabama,10278,2,11,11 Clock Value
1,Alabama,10278,2,12,12 Clock Value
1,Alabama,10279,1,1,1 Clock Value
1,Alabama,10279,1,2,2 Clock Value
1,Alabama,10279,1,10,10 Clock Value
1,Alabama,10279,1,11,11 Clock Value
1,Alabama,10279,1,12,12 Clock Value
1,Alabama,10279,2,1,1 Clock Value
1,Alabama,10279,2,11,11 Clock Value
1,Alabama,10279,2,12,12 Clock Value
1,Alabama,10280,1,12,12 Clock Value
1,Alabama,10280,2,6,6 Clock Value
1,Alabama,10282,1,5,5 Clock Value
1,Alabama,10282,1,6,6 Clock Value
1,Alabama,10283,1,12,12 Clock Value
1,Alabama,10283,2,12,12 Clock Value
1,Alabama,10284,1,3,3 Clock Value
1,Alabama,10284,1,13,Top
1,Alabama,10285,1,11,11 Clock Value
1,Alabama,10286,1,12,12 Clock Value
1,Alabama,10286,2,11,11 Clock Value
1,Alabama,10286,2,12,12 Clock Value
1,Alabama,10286,2,13,Top
1,Alabama,10287,1,1,1 Clock Value
1,Alabama,10287,1,2,2 Clock Value
1,Alabama,10287,1,3,3 Clock Value
1,Alabama,10287,1,4,4 Clock Value
1,Alabama,10287,1,5,5 Clock Value
1,Alabama,10287,1,6,6 Clock Value
1,Alabama,10287,1,7,7 Clock Value
1,Alabama,10287,1,8,8 Clock Value
1,Alabama,10287,1,9,9 Clock Value
1,Alabama,10287,1,10,10 Clock Value
1,Alabama,10287,1,11,11 Clock Value
1,Alabama,10287,1,12,12 Clock Value
1,Alabama,10287,1,13,Top
1,Alabama,10287,1,14,Undercarriage
1,Alabama,10288,1,2,2 Clock Value
1,Alabama,10288,2,12,12 Clock Value
1,Alabama,10289,1,12,12 Clock Value
1,Alabama,10290,1,9,9 Clock Value
1,Alabama,10290,2,12,12 Clock Value
1,Alabama,10291,1,11,11 Clock Value
1,Alabama,10291,2,12,12 Clock Value
1,Alabama,10292,1,1,1 Clock Value
1,Alabama,10292,1,2,2 Clock Value
1,Alabama,10292,1,3,3 Clock Value
1,Alabama,10292,1,4,4 Clock Value
1,Alabama,10292,1,8,8 Clock Value
1,Alabama,10292,1,9,9 Clock Value
1,Alabama,10292,1,10,10 Clock Value
1,Alabama,10292,1,11,11 Clock Value
1,Alabama,10292,1,12,12 Clock Value
1,Alabama,10292,1,13,Top
1,Alabama,10292,2,1,1 Clock Value
1,Alabama,10292,2,2,2 Clock Value
1,Alabama,10292,2,3,3 Clock Value
1,Alabama,10292,2,4,4 Clock Value
1,Alabama,10292,2,7,7 Clock Value
1,Alabama,10292,2,8,8 Clock Value
1,Alabama,10292,2,9,9 Clock Value
1,Alabama,10292,2,10,10 Clock Value
1,Alabama,10292,2,11,11 Clock Value
1,Alabama,10292,2,12,12 Clock Value
1,Alabama,10293,1,12,12 Clock Value
1,Alabama,10293,2,12,12 Clock Value
1,Alabama,10294,1,99,Damage Areas Unknown
1,Alabama,10295,1,12,12 Clock Value
1,Alabama,10295,1,14,Undercarriage
1,Alabama,10296,1,13,Top
1,Alabama,10297,1,12,12 Clock Value
1,Alabama,10297,2,6,6 Clock Value
1,Alabama,10298,1,3,3 Clock Value
1,Alabama,10298,2,12,12 Clock Value
1,Alabama,10299,1,12,12 Clock Value
1,Alabama,10300,1,12,12 Clock Value
1,Alabama,10300,2,12,12 Clock Value
1,Alabama,10301,1,12,12 Clock Value
1,Alabama,10302,1,11,11 Clock Value
1,Alabama,10302,1,12,12 Clock Value
1,Alabama,10303,1,12,12 Clock Value
1,Alabama,10303,1,13,Top
1,Alabama,10304,1,12,12 Clock Value
1,Alabama,10305,1,99,Damage Areas Unknown
1,Alabama,10306,1,2,2 Clock Value
1,Alabama,10306,1,3,3 Clock Value
1,Alabama,10306,2,7,7 Clock Value
1,Alabama,10306,2,11,11 Clock Value
1,Alabama,10306,2,12,12 Clock Value
1,Alabama,10306,3,1,1 Clock Value
1,Alabama,10306,3,11,11 Clock Value
1,Alabama,10306,3,12,12 Clock Value
1,Alabama,10307,1,12,12 Clock Value
1,Alabama,10307,2,4,4 Clock Value
1,Alabama,10307,2,6,6 Clock Value
1,Alabama,10308,1,12,12 Clock Value
1,Alabama,10309,1,7,7 Clock Value
1,Alabama,10309,1,8,8 Clock Value
1,Alabama,10309,1,9,9 Clock Value
1,Alabama,10309,1,10,10 Clock Value
1,Alabama,10309,1,11,11 Clock Value
1,Alabama,10309,1,13,Top
1,Alabama,10310,1,1,1 Clock Value
1,Alabama,10310,1,2,2 Clock Value
1,Alabama,10310,1,11,11 Clock Value
1,Alabama,10310,1,12,12 Clock Value
1,Alabama,10310,2,5,5 Clock Value
1,Alabama,10310,2,6,6 Clock Value
1,Alabama,10311,1,12,12 Clock Value
1,Alabama,10312,1,12,12 Clock Value
1,Alabama,10312,2,6,6 Clock Value
1,Alabama,10313,1,12,12 Clock Value
1,Alabama,10313,2,7,7 Clock Value
1,Alabama,10313,2,8,8 Clock Value
1,Alabama,10313,2,9,9 Clock Value
1,Alabama,10314,1,1,1 Clock Value
1,Alabama,10315,1,1,1 Clock Value
1,Alabama,10315,1,2,2 Clock Value
1,Alabama,10315,1,12,12 Clock Value
1,Alabama,10316,1,5,5 Clock Value
1,Alabama,10316,1,6,6 Clock Value
1,Alabama,10316,1,7,7 Clock Value
1,Alabama,10316,2,1,1 Clock Value
1,Alabama,10316,2,12,12 Clock Value
1,Alabama,10317,1,12,12 Clock Value
1,Alabama,10318,1,12,12 Clock Value
1,Alabama,10319,1,12,12 Clock Value
1,Alabama,10320,1,2,2 Clock Value
1,Alabama,10320,1,3,3 Clock Value
1,Alabama,10320,1,13,Top
1,Alabama,10321,1,12,12 Clock Value
1,Alabama,10321,2,9,9 Clock Value
1,Alabama,10321,2,10,10 Clock Value
