STATE,STATENAME,ST_CASE,VEH_NO,PVEHICLESF,PVEHICLESFNAME
48,Texas,483223,3,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
48,Texas,483253,2,0,None Noted
48,Texas,483256,2,0,None Noted
48,Texas,483260,2,0,None Noted
48,Texas,483321,2,0,None Noted
48,Texas,483347,2,0,None Noted
48,Texas,483442,3,0,None Noted
48,Texas,483491,2,0,None Noted
48,Texas,483493,2,0,None Noted
48,Texas,483532,2,0,None Noted
48,Texas,483553,2,0,None Noted
48,Texas,483553,3,0,None Noted
48,Texas,483574,3,0,None Noted
48,Texas,483574,4,0,None Noted
48,Texas,483574,5,0,None Noted
48,Texas,483574,6,0,None Noted
48,Texas,483574,7,0,None Noted
48,Texas,483574,8,0,None Noted
48,Texas,483712,2,0,None Noted
48,Texas,483749,2,0,None Noted
48,Texas,483834,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
48,Texas,483845,2,0,None Noted
48,Texas,483860,2,0,None Noted
48,Texas,483863,2,0,None Noted
48,Texas,483878,2,0,None Noted
48,Texas,483905,2,0,None Noted
48,Texas,483914,2,0,None Noted
48,Texas,483933,2,0,None Noted
48,Texas,483933,3,0,None Noted
48,Texas,483933,4,0,None Noted
48,Texas,483933,5,0,None Noted
48,Texas,483933,6,0,None Noted
48,Texas,483933,7,0,None Noted
48,Texas,483933,8,0,None Noted
48,Texas,483933,9,0,None Noted
48,Texas,483933,10,0,None Noted
48,Texas,483933,11,0,None Noted
48,Texas,484095,3,0,None Noted
49,Utah,490005,3,0,None Noted
49,Utah,490017,2,0,None Noted
49,Utah,490052,2,0,None Noted
49,Utah,490141,2,0,None Noted
49,Utah,490141,3,0,None Noted
49,Utah,490162,2,0,None Noted
49,Utah,490175,2,0,None Noted
49,Utah,490198,2,0,None Noted
49,Utah,490198,3,0,None Noted
49,Utah,490236,2,0,None Noted
49,Utah,490236,3,0,None Noted
49,Utah,490300,2,0,None Noted
49,Utah,490304,2,0,None Noted
49,Utah,490304,3,0,None Noted
49,Utah,490304,4,0,None Noted
50,Vermont,500006,3,0,None Noted
50,Vermont,500006,4,0,None Noted
51,Virginia,510046,2,0,None Noted
51,Virginia,510079,2,0,None Noted
51,Virginia,510093,3,0,None Noted
51,Virginia,510093,4,0,None Noted
51,Virginia,510183,2,0,None Noted
51,Virginia,510183,3,0,None Noted
51,Virginia,510183,4,0,None Noted
51,Virginia,510199,2,0,None Noted
51,Virginia,510283,2,0,None Noted
51,Virginia,510315,2,0,None Noted
51,Virginia,510325,2,0,None Noted
51,Virginia,510368,2,0,None Noted
51,Virginia,510368,3,0,None Noted
51,Virginia,510368,4,0,None Noted
51,Virginia,510398,3,0,None Noted
51,Virginia,510412,2,0,None Noted
51,Virginia,510476,3,0,None Noted
51,Virginia,510488,2,0,None Noted
51,Virginia,510561,2,0,None Noted
51,Virginia,510561,3,0,None Noted
51,Virginia,510561,4,0,None Noted
51,Virginia,510569,3,0,None Noted
51,Virginia,510580,3,0,None Noted
51,Virginia,510601,3,0,None Noted
51,Virginia,510682,2,0,None Noted
51,Virginia,510694,3,0,None Noted
51,Virginia,510742,2,0,None Noted
51,Virginia,510768,2,0,None Noted
51,Virginia,510768,3,0,None Noted
51,Virginia,510778,2,0,None Noted
51,Virginia,510835,4,0,None Noted
51,Virginia,510839,2,0,None Noted
51,Virginia,510848,2,0,None Noted
51,Virginia,510848,3,0,None Noted
51,Virginia,510886,2,0,None Noted
51,Virginia,510900,2,0,None Noted
51,Virginia,510902,2,0,None Noted
51,Virginia,510906,2,0,None Noted
51,Virginia,510959,2,0,None Noted
53,Washington,530057,2,0,None Noted
53,Washington,530057,3,0,None Noted
53,Washington,530076,2,0,None Noted
53,Washington,530097,2,0,None Noted
53,Washington,530097,3,0,None Noted
53,Washington,530097,4,0,None Noted
53,Washington,530111,2,0,None Noted
53,Washington,530136,2,0,None Noted
53,Washington,530164,2,0,None Noted
53,Washington,530197,2,0,None Noted
53,Washington,530225,2,0,None Noted
53,Washington,530286,2,0,None Noted
53,Washington,530286,3,0,None Noted
53,Washington,530290,2,0,None Noted
53,Washington,530301,3,0,None Noted
53,Washington,530301,4,0,None Noted
53,Washington,530349,2,0,None Noted
53,Washington,530412,3,0,None Noted
53,Washington,530412,4,0,None Noted
53,Washington,530442,3,0,None Noted
53,Washington,530446,2,0,None Noted
53,Washington,530448,2,0,None Noted
53,Washington,530600,2,0,None Noted
53,Washington,530628,3,0,None Noted
53,Washington,530666,3,0,None Noted
53,Washington,530668,2,0,None Noted
53,Washington,530668,3,0,None Noted
53,Washington,530668,4,0,None Noted
53,Washington,530674,3,0,None Noted
53,Washington,530684,2,0,None Noted
53,Washington,530711,2,0,None Noted
53,Washington,530727,2,0,None Noted
53,Washington,530727,3,0,None Noted
53,Washington,530727,4,0,None Noted
53,Washington,530727,5,0,None Noted
53,Washington,530727,6,0,None Noted
53,Washington,530727,7,0,None Noted
53,Washington,530727,8,0,None Noted
54,West Virginia,540006,2,0,None Noted
54,West Virginia,540053,2,0,None Noted
54,West Virginia,540053,3,0,None Noted
54,West Virginia,540075,2,0,None Noted
54,West Virginia,540075,3,0,None Noted
54,West Virginia,540075,4,0,None Noted
54,West Virginia,540090,2,0,None Noted
54,West Virginia,540101,2,0,None Noted
54,West Virginia,540182,2,0,None Noted
54,West Virginia,540195,2,0,None Noted
54,West Virginia,540228,4,0,None Noted
54,West Virginia,540228,5,0,None Noted
54,West Virginia,540240,2,0,None Noted
54,West Virginia,540240,3,0,None Noted
54,West Virginia,540247,3,0,None Noted
54,West Virginia,540247,4,0,None Noted
54,West Virginia,540252,3,0,None Noted
55,Wisconsin,550179,3,0,None Noted
55,Wisconsin,550240,2,0,None Noted
55,Wisconsin,550291,2,0,None Noted
55,Wisconsin,550320,2,0,None Noted
55,Wisconsin,550321,2,0,None Noted
55,Wisconsin,550375,2,0,None Noted
55,Wisconsin,550375,3,0,None Noted
55,Wisconsin,550416,2,0,None Noted
55,Wisconsin,550472,2,0,None Noted
55,Wisconsin,550492,2,0,None Noted
55,Wisconsin,550545,3,0,None Noted
55,Wisconsin,550554,3,0,None Noted
55,Wisconsin,550554,4,0,None Noted
55,Wisconsin,550554,5,0,None Noted
55,Wisconsin,550554,6,0,None Noted
56,Wyoming,560076,2,0,None Noted
56,Wyoming,560113,2,0,None Noted
