STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
48,Texas,480511,2,1,13N14830*T1******,2024-03-19 01:32:13,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1996,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,"Tandem Axles, Spread",2,,
48,Texas,480513,3,1,5JYLB553*LP******,2024-03-19 01:32:13,0,6,TRAILER,2290,PITTS ENTERPRISES INC,2831,PITTS TRAILERS,6775,Pitts Trailers,2020,,,6,UNITED STATES (USA),ALABAMA,PITTSVIEW,,,,,61,Trailer,,,,,11,Lowboy/Low bed Trailer,,,,Trailer Capacity: 55 tons,3,,
48,Texas,480513,4,1,16VGX352*62******,2024-03-19 01:32:13,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2006,,,6,UNITED STATES (USA),TEXAS,MOUNT PLEASANT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,16,Utility Trailer,3,Gooseneck,35.000,,2,,
48,Texas,480515,2,1,1JJV532W*6L******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480525,1,1,3H3V482K*NS******,2024-03-19 01:32:13,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,48.000,,2,,
48,Texas,480528,2,1,1GRAA062*HE******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,480551,1,1,1JJV532D*FL******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480552,3,1,5V8VC532*NT******,2024-03-19 01:32:13,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2022,,,6,UNITED STATES (USA),GEORGIA,TRENTON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
48,Texas,480556,1,1,1GRAA062*7T******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,480561,1,1,4RACS122*FK******,2024-03-19 01:32:13,0,6,TRAILER,16586,"INTERSTATE GROUP, LLC",7701,INTERSTATE WEST CORP,20698,Interstate West Corp,2015,,,6,UNITED STATES (USA),ARIZONA,KINGMAN,,,,,61,Trailer,,,,,160,Cargo Trailer,2,Pintle Hitch/Hook,12.000,,2,,
48,Texas,480569,1,1,1UNST422*LS******,2024-03-19 01:32:13,0,6,TRAILER,1739,"DRAGON PRODUCTS, LLC",1415,DRAGON ESP,4763,Dragon ESP,2020,,,6,UNITED STATES (USA),TEXAS,SILSBEE,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,42.000,,2,,
48,Texas,480571,1,1,13N2532C*H1******,2024-03-19 01:32:13,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1987,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,53.000,Optional Features: sliding suspension,2,,
48,Texas,480588,1,1,5MC42401*L3******,2024-03-19 01:32:13,0,6,TRAILER,5772,"MANAC TRAILERS USA, INC.",3896,MANAC TRAILERS USA,8528,Manac,2020,,,6,UNITED STATES (USA),MISSOURI,ORAN,"Manac Trailers USA, Inc.",,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,40.000,Kingpin,2,,
48,Texas,480590,2,1,1JJV532D*HL******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2017,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480602,3,1,LJRC4126*51******,2024-03-19 01:32:13,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2005,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
48,Texas,480619,2,1,1JJV532W*7L******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480621,2,1,1JJV532W*XL******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480626,2,1,7H2BE122*ND******,2024-03-19 01:32:13,0,6,TRAILER,17148,"TJCW, INC.",8360,ROCK SOLID CARGO,22203,Rock Solid Cargo,2022,,,6,UNITED STATES (USA),GEORGIA,DOUGLAS,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,12.000,,2,,
48,Texas,480633,2,1,4P5P8202*H1******,2024-03-19 01:32:13,0,6,TRAILER,16013,"PJ TRAILERS MANUFACTURING, INC.",6060,PJ,28324,PJ,2017,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,18,Pipe Trailer,30,Other,20.000,Variable HITCH based on Size/Type of Trailer,2,,
48,Texas,480643,1,1,1GRAA062*8G******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,480644,1,1,1GRAA962*FD******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
48,Texas,480650,2,1,1RNF48A2*6R******,2024-03-19 01:32:13,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2006,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Airride,2,,
48,Texas,480673,2,1,1GRDM962*YM******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2000,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,,,61,Trailer,,,,,61,Drop Deck Trailer,4,Straight Semi/Semi Trailer,96.000,Body Type = Straight Deck/ Extendable,2,,
48,Texas,480680,4,1,5FTCE242*L2******,2024-03-19 01:32:13,0,6,TRAILER,6919,FELLING TRAILERS,4771,FELLING TRAILERS,10467,Felling Trailers,2020,,,6,UNITED STATES (USA),MINNESOTA,LITCHFIELD,,,,,61,Trailer,,,,,61,Drop Deck Trailer,2,Pintle Hitch/Hook,24.000,,2,,
48,Texas,480683,2,1,1UYFS253*4A******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,480692,1,1,4YMBU081*KT******,2024-03-19 01:32:13,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2019,,,6,UNITED STATES (USA),TEXAS,MEXIA,,,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,8.000,,1,,
48,Texas,480698,1,1,1JJV532D*LL******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2020,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480711,2,1,3H3V532K*NS******,2024-03-19 01:32:13,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
48,Texas,480715,1,1,5V8VC532*CM******,2024-03-19 01:32:13,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2012,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
48,Texas,480764,1,1,5V8VC532*LM******,2024-03-19 01:32:13,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2020,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
48,Texas,480764,2,1,1DW1A532*9S******,2024-03-19 01:32:13,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2009,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,480795,1,1,3H3V532C*KR******,2024-03-19 01:32:13,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,480796,2,1,5KTUS141*JF******,2024-03-19 01:32:13,0,6,TRAILER,10097,KARAVAN TRAILERS INC.,5044,KARAVAN TRAILER,12425,Karavan Trailer,2018,,,6,UNITED STATES (USA),WISCONSIN,FOX LAKE,,,,,61,Trailer,,,,,16,Utility Trailer,31,Ball Hitch,14.000,FRAME TYPE: Sq. Tube,1,,
48,Texas,480803,2,1,1UYVS253*9U******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2009,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,480814,2,1,1UYVS253*BP******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,480817,1,1,LA9C4023*31SZJ***,2024-03-19 01:32:13,0,6,TRAILER,5927,SHENZHEN CIMC HEAVY INDUSTRIES CO. LTD,5230,"SHENZHEN CIMC HEAVY INDUSTRIES CO., LTD",13222,"Shenzhen Cimc Heavy Industries Co., LTD",2003,,,8,CHINA,,SHENZHEN,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,40.000,,2,,
48,Texas,480841,1,1,3UTVS253*N8******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,12,MEXICO,,PIEDRAS NEGRAS,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,480842,2,1,13N1482C*71******,2024-03-19 01:32:13,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2007,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,,Optional Features: Sliding Suspension,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
48,Texas,480845,2,1,1M9AT9C2*FH355***,2024-03-19 01:32:13,0,6,TRAILER,19392,"MISSISSIPPI TANK AND MANUFACTURING COMPANY, DBA MISSISSIPPI TANK COMPANY",10147,MISSISSIPPI TANK COMPANY,26244,Mississippi Tank Company,2015,,,6,UNITED STATES (USA),ALABAMA,HATTIESBURG,,,,,61,Trailer,,,,,,,,,,Trailer Type: Quenched and Tempered,2,,
48,Texas,480878,1,1,1GRAA062*9D******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2009,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
48,Texas,480881,1,1,4P2FB121*1U******,2024-03-19 01:32:13,0,6,TRAILER,1491,PACE AMERICAN OF UTAH INC.,2500,PACE AMERICAN,6324,Pace American Trailer,2001,,,6,UNITED STATES (USA),UTAH,,Pace American of Utah,,,"GVWR: 1,000-6,000",61,Trailer,1,"Class 1: 6,000 lb or less (2,722 kg or less)",,,59,Van/Covered Cargo/Enclosed,,,12.000,Length: 6-20 ft; Width: 4-6 ft; Tag ENclosed Cargo,1,,
48,Texas,480905,1,1,1D9BV532*J1609***,2024-03-19 01:32:13,0,6,TRAILER,11391,"DOONAN SPECIALIZED TRAILER, LLC",1335,DOONAN SPECIALIZED TRAILER,4689,Doonan Specialized Trailer,2018,,,6,UNITED STATES (USA),KANSAS,GREAT BEND,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,,Platform,2,,
48,Texas,480905,2,1,1D9BV532*J1609***,2024-03-19 01:32:13,0,6,TRAILER,11391,"DOONAN SPECIALIZED TRAILER, LLC",1335,DOONAN SPECIALIZED TRAILER,4689,Doonan Specialized Trailer,2018,,,6,UNITED STATES (USA),KANSAS,GREAT BEND,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,,Platform,2,,
48,Texas,480918,2,1,5HTAB432*57******,2024-03-19 01:32:13,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2005,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,43.000,AL 306/406,2,,
48,Texas,480922,1,1,5MATA442*KA******,2024-03-19 01:32:13,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2019,,,6,UNITED STATES (USA),,SALEM,ALLEN ROAD 20,,,,61,Trailer,,,,,174,Dry Bulk Trailer,6,Kingpin,44.000,Pneumatic Tanker,2,,
48,Texas,480922,5,1,1JJV532D*GL******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,480940,1,1,1M9BA402*L1435***,2024-03-19 01:32:13,0,6,TRAILER,22478,"MAGNOLIA TRAILERS, INC.",12332,"MAGNOLIA TRAILERS, INC.",32132,"MAGNOLIA TRAILERS, INC.",2020,,,6,UNITED STATES (USA),MISSISSIPPI,LUCEDALE,,,,,61,Trailer,,,,,101,Other,5,Fifth Wheel,40.000,Bolster Trailer,2,,
48,Texas,480948,2,1,1GRAA062*KB******,2024-03-19 01:32:13,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2019,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
48,Texas,480970,2,1,5C2BF37B*NM******,2024-03-19 01:32:13,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2022,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,,,61,Trailer,,,,,177,Flat Floor,4,Straight Semi/Semi Trailer,37.000,Frameless Semi End Dump,2,,
48,Texas,480972,2,1,4Z411162*XP******,2024-03-19 01:32:13,0,6,TRAILER,3493,CPS TRAILER CO,6277,CPS TRAILER COMPANY,21211,Hopper Trailer,1999,Steel,,6,UNITED STATES (USA),MISSOURI,ORAN,,,,,61,Trailer,,,,,33,Grain Trailer,,,,Over 36 ft,2,,
48,Texas,480986,2,1,3E1FB723*FS******,2024-03-19 01:32:13,0,6,TRAILER,11798,BULK TANK INTERNATIONAL S DE RL DE CV,1092,BULK TANK INTERNATIONAL,4372,Bulk Tank International,2015,,,12,MEXICO,GUANAJUATO,SAN JOSE ITURBIDE,,,,,61,Trailer,,,,,172,Chemical Trailer,,,,Vessel Material: Stainless Steel,2,3,Tandem
48,Texas,480992,1,1,1DW1A532*HS******,2024-03-19 01:32:13,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2017,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,480992,2,1,5E0AJ144*GG******,2024-03-19 01:32:13,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32571,"C-09, c-10, C-11, CX-09, CX-10, CX-11",2016,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 44-46,2,3,Tandem
48,Texas,481013,2,1,1UYFS248*8A******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
48,Texas,481020,1,1,4ZEGH402*D1******,2024-03-19 01:32:13,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2013,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,,,61,Trailer,,,,,,,3,Gooseneck,40.000,Type of Trailer = Heavy Duty Gooseneck,2,,
48,Texas,481024,1,1,7GG1E081*KW******,2024-03-19 01:32:13,0,6,TRAILER,16044,"SALVATION TRAILERS MFG, LLC",6068,SALVATION TRAILERS,15898,Salvation Trailers,2019,,,6,UNITED STATES (USA),TEXAS,WACO,,,,,61,Trailer,,,,,5,Enclosed Trailer,31,Ball Hitch,8.000,,1,,
48,Texas,481038,1,1,1UYVS253*AP******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481051,2,1,3H3V532C*4T******,2024-03-19 01:32:13,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2004,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,481051,3,1,1UYVS253*H7******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481057,2,1,1E1H5Z28*KR******,2024-03-19 01:32:13,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2019,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,,,,Trailer Length 48 and above,2,,
48,Texas,481098,2,1,3H3V532K*PS******,2024-03-19 01:32:13,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2023,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
48,Texas,481101,2,1,1DW1A532*BS******,2024-03-19 01:32:13,1,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2011,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481101,4,1,4U3J0482*4L******,2024-03-19 01:32:13,0,6,TRAILER,9213,"BULL MOOSE HEAVY HAUL, INC",6869,X-L SPECIALIZED TRAILERS INC,18367,X-L SPECIALIZED TRAILERS INC,2004,,,6,UNITED STATES (USA),IOWA,MANCHESTER,,,,,61,Trailer,,,,,,,,,48.000,"Front-loading Detachable/Non-Rigid Neck (MFG, MDE, HDG, HDE, Folding Goose Neck)",2,,
48,Texas,481126,1,1,4YMBU081*MT******,2024-03-19 01:32:13,0,6,TRAILER,13315,"CARRY-ON TRAILER, INC.",4933,CARRY-ON TRAILER,12040,Carry-On Trailer,2021,,,6,UNITED STATES (USA),TEXAS,MEXIA,,,,,61,Trailer,,,,,32,Open Bed Trailer,1,Ball Type Pull,8.000,,1,,
48,Texas,481134,1,1,1UYVS253*J2******,2024-03-19 01:32:13,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
48,Texas,481135,1,1,3H3V532C*GT******,2024-03-19 01:32:13,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
48,Texas,481140,1,1,1JJV532D*EL******,2024-03-19 01:32:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2014,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
48,Texas,481149,2,1,5RVSL162*7M******,2024-03-19 01:32:13,0,6,TRAILER,8916,LAMAR TRAILERS INC.,6413,LAMAR TRAILERS,17669,LAMAR TRAILERS,2007,,,6,UNITED STATES (USA),TEXAS,MAXEY,,,,,61,Trailer,,,,,16,Utility Trailer,,,16.000,,2,,
48,Texas,481151,1,1,48X7L322*11******,2024-03-19 01:32:13,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2001,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,,,61,Trailer,,,,,119,Steel Body/Frame,,,32.000,WC7X43P (HD),2,,
48,Texas,481157,2,1,49TSG162*51******,2024-03-19 01:32:13,0,6,TRAILER,3943,"CONTRACT MANUFACTURER, LLC",1871,CONTRACT MANUFACTURER,5360,CONTRACT MANUFACTURER,2005,,,6,UNITED STATES (USA),OKLAHOMA,MADILL,,,,,61,Trailer,,,,,182,Stock Trailer,3,Gooseneck,16.000,,2,,
