ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
340355,0,1,15,15,15,15,15,15,15,15,15,15
340355,1,1,0,0,0,0,0,0,0,0,0,0
340356,1,1,0,0,0,0,0,0,0,0,0,0
340356,2,1,0,0,13,0,0,0,0,0,0,0
340356,3,1,0,0,0,0,0,0,0,0,0,0
340357,0,1,0,0,0,0,0,0,0,0,0,0
340357,1,1,0,0,0,0,0,5,0,0,0,0
340358,1,1,0,0,0,0,0,0,0,0,0,0
340358,2,1,0,0,0,0,0,0,0,0,0,0
340358,3,1,0,0,0,0,0,0,0,0,0,0
340358,4,1,0,0,34,0,0,0,0,0,0,0
340359,1,1,0,0,0,0,0,0,0,0,0,0
340360,1,1,0,0,0,0,0,0,12,0,0,0
340361,1,1,0,0,0,0,0,15,0,0,0,0
340362,1,1,0,0,0,0,0,0,0,0,0,2
340362,2,1,0,0,0,0,0,0,0,18,0,0
340363,1,1,0,0,0,0,0,0,0,0,0,0
340364,1,1,9,9,9,9,9,9,9,9,9,9
340365,1,1,0,0,0,0,0,0,0,0,3,0
340365,2,1,0,0,0,0,0,0,0,0,0,0
340366,0,1,0,0,0,0,0,0,0,0,0,0
340366,1,1,0,0,0,0,0,0,0,0,0,0
340367,1,1,0,0,0,0,12,0,0,0,0,0
340367,2,1,0,0,0,0,0,0,0,0,0,0
340368,0,1,0,0,0,0,0,0,0,0,0,0
340368,1,1,9,0,0,0,0,0,0,0,2,0
340369,1,1,11,11,11,11,11,11,11,11,11,11
340370,1,1,5,5,5,5,5,5,5,5,5,5
340370,2,1,0,0,0,16,0,0,0,0,0,0
340371,2,1,0,0,0,0,0,0,0,0,0,0
340371,3,1,0,0,0,0,0,8,0,0,0,0
340371,4,1,0,0,0,0,0,0,0,0,0,0
340372,1,1,0,0,0,0,0,0,0,0,0,0
340372,2,1,29,29,29,29,29,29,29,29,29,29
340373,1,1,0,0,25,0,0,0,0,0,0,0
340373,2,1,0,0,0,0,13,0,0,0,0,0
340374,1,1,13,13,13,13,13,13,13,13,13,13
340374,2,1,0,0,0,0,0,0,0,0,0,0
340375,1,1,0,0,0,0,0,0,0,0,0,0
340375,2,1,0,0,0,0,0,0,0,0,0,0
340376,1,1,0,0,0,0,0,0,0,0,0,0
340376,2,1,0,0,0,0,0,0,0,9,0,0
340377,1,1,0,0,0,0,0,0,0,0,0,0
340377,2,1,0,0,0,0,0,0,0,0,0,0
340378,1,1,0,0,0,0,0,0,0,0,0,0
340378,2,1,20,20,20,20,20,20,20,20,20,20
340379,1,1,0,0,0,0,0,0,0,0,0,0
340379,2,1,0,0,0,0,0,0,0,0,0,0
340380,0,1,0,0,14,0,0,0,13,0,14,0
340381,1,1,5,5,5,5,5,5,5,5,5,5
340381,2,1,0,0,0,0,0,0,0,0,0,0
340382,1,1,19,19,19,19,19,19,19,19,19,19
340383,0,1,42,12,2,0,31,0,23,26,0,0
340383,1,1,0,0,0,0,0,0,0,0,0,0
340384,1,1,0,24,0,0,0,0,0,0,0,0
340384,2,1,0,0,0,0,0,0,0,0,0,0
340385,0,1,0,0,0,0,0,0,0,0,0,0
340385,1,1,0,0,0,0,0,0,0,0,0,0
340386,1,1,0,0,0,0,0,0,0,0,0,0
340387,1,1,0,0,0,0,0,21,0,0,31,25
340387,2,1,0,0,0,0,13,25,0,0,18,0
340388,1,1,0,0,0,0,0,0,0,0,0,0
340388,2,1,0,8,0,0,15,11,0,0,0,0
340389,0,1,22,22,22,22,22,22,22,22,22,22
340389,1,1,0,0,0,0,11,17,0,0,11,12
340389,2,1,0,18,0,0,0,0,0,0,0,7
340389,3,1,0,0,0,0,28,0,12,0,0,0
340389,4,1,0,0,0,4,4,0,0,0,0,0
340390,1,1,5,5,5,5,5,5,5,5,5,5
340391,1,1,0,0,0,0,0,0,0,0,0,0
340392,1,1,8,8,8,8,8,8,8,8,8,8
340393,0,1,0,0,0,0,0,0,0,0,0,0
340393,1,1,0,0,0,0,0,0,0,0,0,0
340394,0,1,16,16,16,16,16,16,16,16,16,16
340394,1,1,0,0,0,0,15,0,0,0,15,0
340395,1,1,14,14,14,14,14,14,14,14,14,14
340396,0,1,0,0,0,0,0,0,0,0,0,0
340396,1,1,0,0,0,0,0,0,0,0,0,0
340397,0,1,26,26,26,26,26,26,26,26,26,26
340397,1,1,0,0,0,0,0,10,0,0,0,0
340398,1,1,0,0,0,0,0,0,0,0,0,0
340399,0,1,0,0,0,0,0,0,0,0,0,0
340399,1,1,0,0,16,0,0,0,0,0,21,0
340400,0,1,20,21,30,27,9,22,17,32,22,9
340400,1,1,0,0,0,0,0,0,13,0,0,0
340401,0,1,0,0,0,0,0,0,0,0,0,0
340401,1,1,0,0,0,0,17,0,0,0,0,0
340402,0,1,0,0,0,0,0,0,0,0,0,0
340402,1,1,0,0,0,22,0,0,0,0,0,0
340403,0,1,0,0,0,0,0,0,0,0,0,0
340403,1,1,0,0,0,0,0,0,0,0,10,0
340404,0,1,6,6,6,6,6,6,6,6,6,6
340404,1,1,0,0,0,0,10,0,6,0,0,0
340405,0,1,19,19,19,19,19,19,19,19,19,19
340405,1,1,17,27,12,7,0,0,0,14,0,0
340406,0,1,0,0,0,0,0,0,0,0,0,0
340406,0,2,0,0,0,9,0,0,0,0,0,0
340406,1,1,0,0,0,0,0,0,0,0,0,0
340408,0,1,3,3,3,3,3,3,3,3,3,3
340408,1,1,0,0,0,0,0,0,0,0,0,13
340408,2,1,0,0,0,0,0,0,0,0,0,0
340409,0,1,34,34,34,34,34,34,34,34,34,34
340409,1,1,0,0,0,15,0,18,17,25,18,14
340410,0,1,0,0,0,0,0,0,0,0,0,0
340410,1,1,0,0,0,0,0,0,0,0,0,0
340411,0,1,20,20,20,20,20,20,20,20,20,20
340411,1,1,0,7,25,0,0,0,0,0,27,0
340411,2,1,0,6,0,0,0,0,0,0,0,0
340412,1,1,19,19,19,19,19,19,19,19,19,19
340413,1,1,0,0,0,0,0,0,0,0,0,0
340414,1,1,8,8,8,8,8,8,8,8,8,8
340415,1,1,0,0,0,0,0,0,0,0,0,0
340417,1,1,18,18,18,18,18,18,18,18,18,18
340418,0,1,0,0,15,0,22,21,0,0,0,9
340418,1,1,0,0,0,0,0,0,0,0,0,0
340419,1,3,0,18,5,0,0,0,17,9,0,13
340420,1,1,0,0,0,0,0,0,0,0,0,0
340421,0,1,0,0,0,0,0,0,0,0,0,0
340421,1,1,0,0,0,0,14,0,0,0,0,0
340421,2,1,0,0,0,0,0,0,0,0,0,0
340423,0,1,0,0,0,0,0,0,0,0,0,0
340423,1,1,0,0,0,0,0,0,0,0,0,0
340425,1,1,0,0,0,0,0,0,0,0,0,0
340425,2,1,0,0,0,0,0,0,0,0,0,0
340425,3,1,0,0,0,22,0,0,0,0,0,0
340426,1,1,27,27,27,27,27,27,27,27,27,27
340426,2,1,0,0,0,0,0,11,0,0,0,0
340427,1,1,33,33,33,33,33,33,33,33,33,33
340427,2,1,1,1,1,1,1,1,1,1,1,1
340428,1,1,0,33,0,0,0,0,0,0,0,0
340428,2,1,0,0,0,0,0,0,0,0,0,0
340429,1,1,13,13,13,13,13,13,13,13,13,13
340429,2,1,0,0,0,18,0,13,0,0,0,0
340430,1,1,0,0,12,0,0,0,0,0,0,0
340430,2,1,0,0,0,0,0,0,0,0,0,0
340430,3,1,0,0,0,0,0,0,0,0,0,0
340430,4,1,0,0,0,0,0,0,0,0,0,0
340430,5,1,0,0,0,0,0,0,0,0,0,0
340431,0,1,0,0,0,0,0,0,0,0,0,0
340431,1,1,0,0,19,0,0,0,0,18,23,0
340431,2,1,0,0,0,0,0,0,0,0,0,0
340431,3,1,0,0,0,0,0,0,0,0,0,0
340432,1,1,0,0,0,0,0,0,0,0,0,0
340432,2,1,0,0,0,0,0,0,0,0,0,0
340433,1,1,0,0,0,0,0,0,0,0,0,0
340433,2,1,0,0,0,0,0,0,0,0,0,0
340434,1,1,13,0,0,0,0,0,3,0,0,0
340434,2,1,0,0,0,0,0,0,0,0,0,0
340435,1,1,0,0,0,0,0,0,0,0,0,0
340436,1,1,0,0,0,0,0,0,0,0,0,0
340436,2,1,0,0,0,0,0,0,0,0,0,0
340437,1,1,0,0,0,0,0,0,0,0,0,0
340437,2,1,0,0,0,0,0,0,0,0,0,0
340438,0,1,27,27,27,27,27,27,27,27,27,27
340438,1,1,0,0,7,19,0,0,22,28,22,0
340439,1,1,0,0,0,0,0,0,0,0,0,0
340439,2,1,0,0,0,0,0,0,0,0,0,0
340440,0,1,0,0,0,0,0,0,0,0,0,0
340440,1,1,0,16,22,0,0,7,6,0,0,19
340441,1,1,0,16,32,0,18,2,0,0,0,0
340441,2,1,0,0,0,0,0,0,0,0,0,0
340442,1,1,15,15,15,15,15,15,15,15,15,15
340442,2,1,0,0,0,0,0,0,0,0,0,0
340442,3,1,0,0,0,0,0,0,0,0,0,0
340442,4,1,0,0,0,0,0,0,0,0,0,0
340443,1,1,9,9,9,9,9,9,9,9,9,9
340444,1,1,0,0,0,0,0,0,0,0,0,0
340445,1,1,0,0,0,0,0,0,0,0,0,0
340446,1,1,3,0,0,0,0,0,0,0,0,0
340446,2,1,0,0,0,0,0,0,0,0,0,0
340447,1,1,0,0,0,0,0,0,0,0,0,0
340447,2,1,0,0,0,0,0,0,0,0,0,0
340448,1,1,26,23,17,28,15,0,24,10,5,6
340449,1,1,0,0,0,0,0,0,0,0,0,0
340450,1,1,1,1,1,1,1,1,1,1,1,1
340451,1,1,0,0,0,0,0,0,0,0,0,0
340452,0,1,17,17,17,17,17,17,17,17,17,17
340452,1,1,0,0,0,6,0,26,0,0,0,0
340453,1,1,16,16,16,16,16,16,16,16,16,16
340454,1,1,0,0,0,0,0,0,0,0,0,0
340455,1,1,0,0,0,0,0,0,0,0,0,0
340455,2,1,0,0,0,0,0,0,0,0,0,0
340456,1,1,0,0,0,0,0,0,0,0,0,0
340456,2,1,0,0,0,0,0,0,0,0,0,0
340457,1,1,0,0,0,0,0,0,0,0,0,0
340457,2,1,0,0,3,0,0,0,11,4,24,0
340457,3,1,0,0,0,0,0,0,0,0,0,0
340458,1,1,17,17,17,17,17,17,17,17,17,17
340458,2,1,0,0,0,0,0,0,0,0,0,0
340459,1,1,0,0,0,0,0,0,0,0,0,0
340459,2,1,0,0,0,0,0,0,0,0,0,0
340460,1,1,0,0,0,0,0,0,0,0,0,0
340460,2,1,0,0,0,0,0,0,0,0,0,0
340461,1,1,0,0,37,0,0,0,15,0,0,0
340461,2,1,0,0,0,0,0,0,0,0,0,0
340462,1,1,0,0,0,0,0,0,0,0,30,0
340462,2,1,0,0,0,0,0,0,0,0,0,0
340462,3,1,0,0,0,0,0,0,0,0,0,0
340462,4,1,0,0,0,0,0,0,0,0,0,0
340463,1,1,0,0,0,0,0,0,0,0,0,0
340463,2,1,0,0,0,0,0,0,0,0,2,0
340464,1,1,0,0,0,0,0,0,0,0,0,0
340465,1,1,0,0,0,0,0,0,0,10,0,0
340465,2,1,0,0,0,0,0,0,0,0,0,0
340466,1,3,0,0,0,0,0,0,0,0,0,0
340467,1,1,0,0,0,0,0,0,0,0,0,0
340468,0,1,29,29,29,29,29,29,29,29,29,29
340468,1,1,0,0,0,0,0,0,0,0,0,0
340469,1,1,0,0,0,0,0,0,0,0,0,0
340469,2,1,0,0,0,0,0,0,0,0,0,0
340470,1,1,0,0,0,0,0,0,0,0,0,0
340471,1,1,0,0,0,0,0,0,0,22,0,0
340471,2,1,0,0,0,0,0,0,0,0,0,0
340472,1,1,0,0,0,0,0,0,0,0,0,0
340473,1,1,0,0,0,0,0,0,0,0,0,0
340474,0,1,0,0,0,0,0,0,0,0,0,0
340474,1,1,0,0,0,0,0,0,30,0,0,0
340475,1,1,0,14,0,16,16,27,23,0,0,0
340476,1,1,0,0,0,0,0,0,0,0,0,0
340477,1,1,0,0,0,0,0,0,0,0,0,0
340478,1,1,1,1,1,1,1,1,1,1,1,1
340479,0,1,0,0,0,0,0,0,0,0,0,0
340479,1,1,0,0,0,0,0,0,0,0,0,0
340480,0,1,0,0,0,0,0,0,0,0,0,0
340480,1,1,0,0,0,0,0,0,0,0,0,0
340481,0,1,31,0,0,0,0,0,0,0,0,0
340481,1,1,0,0,21,0,0,0,0,0,0,0
340482,0,1,0,0,0,0,0,0,0,0,0,0
340482,1,1,0,0,0,0,0,12,0,0,0,0
340483,0,1,0,0,0,0,0,0,0,0,0,0
340483,1,1,0,0,0,0,0,0,0,0,0,0
340484,1,1,19,19,19,19,19,19,19,19,19,19
340485,1,1,11,11,11,11,11,11,11,11,11,11
340486,0,1,0,0,0,0,0,0,0,0,0,0
340486,1,1,0,0,0,0,0,0,0,0,0,11
340487,0,1,0,0,0,0,42,0,0,0,0,0
340487,1,1,0,0,0,0,0,11,0,0,10,0
340488,0,1,16,16,16,16,16,16,16,16,16,16
340488,1,1,0,0,0,0,21,0,0,0,0,0
340489,1,1,0,0,0,0,4,0,0,0,0,0
340489,2,1,0,0,0,0,0,0,0,13,27,0
340490,1,1,0,0,0,0,0,0,0,0,0,0
340490,2,1,0,0,0,0,0,0,0,0,0,0
340491,0,1,23,0,0,0,0,16,0,0,0,0
340491,1,1,0,0,0,0,10,0,0,0,28,0
340492,1,1,0,0,0,0,0,0,0,0,0,0
340493,0,1,0,0,0,0,0,0,0,0,0,0
340493,1,1,0,0,0,0,0,0,0,0,0,0
340494,1,1,14,14,14,14,14,14,14,14,14,14
340495,0,1,0,0,0,0,0,0,0,0,0,0
340495,1,1,0,0,0,0,0,0,0,0,0,0
340496,0,1,6,6,6,6,6,6,6,6,6,6
340496,1,1,0,0,0,17,12,17,13,7,11,15
340497,0,1,0,0,0,0,0,0,0,0,0,0
340497,1,1,0,0,0,0,0,0,0,0,0,0
340498,0,1,0,0,0,0,0,0,0,0,0,0
340498,1,1,0,0,14,0,0,8,0,0,7,12
340499,1,1,0,0,0,0,0,0,0,0,0,0
340499,2,1,0,0,0,0,0,0,0,0,0,0
340499,3,1,0,0,0,0,0,0,0,0,0,0
340500,0,1,0,0,0,0,0,0,0,0,0,0
340500,0,2,0,0,0,0,0,0,0,0,0,0
340500,0,3,0,0,0,0,0,0,0,0,0,0
340500,0,4,0,0,12,0,42,22,0,48,15,0
340500,1,1,0,0,0,0,0,0,0,50,0,18
340500,2,1,0,0,18,0,0,0,0,19,0,0
340501,0,1,0,0,0,0,0,0,0,0,0,0
340501,0,2,8,40,0,0,0,0,35,0,0,27
340501,1,1,19,19,19,19,19,19,19,19,19,19
340501,2,1,0,24,0,0,0,0,0,0,0,14
340502,1,1,22,22,22,22,22,22,22,22,22,22
340502,2,1,0,0,0,0,0,0,0,0,0,0
340502,3,1,0,0,0,0,0,0,0,0,0,0
340503,0,1,0,0,0,0,0,0,18,0,0,0
340503,1,1,0,43,0,0,0,0,0,0,0,0
340503,2,1,0,0,0,0,0,0,0,0,0,0
340504,1,1,0,0,0,0,0,0,0,0,0,0
340504,2,1,0,0,0,0,0,0,0,0,0,0
340504,3,1,0,0,0,0,0,0,0,0,0,0
340505,1,1,0,0,0,0,0,0,0,0,0,0
340505,2,1,0,0,0,0,0,0,0,0,0,0
340505,3,1,0,0,0,0,0,0,0,0,0,0
340505,4,1,0,0,0,0,0,0,0,0,0,0
340505,5,1,0,0,0,0,0,0,0,0,0,0
340506,0,1,0,0,0,0,0,0,0,0,0,0
340506,1,1,12,0,14,0,0,0,0,0,18,0
340506,2,1,0,0,0,0,0,0,21,0,0,35
340507,0,1,12,12,12,12,12,12,12,12,12,12
340507,1,1,0,0,0,0,0,0,0,0,0,0
340508,1,1,0,0,0,19,2,0,0,0,0,0
340508,2,1,0,0,0,0,0,0,0,0,0,0
340509,1,1,17,17,17,17,17,17,17,17,17,17
340509,2,1,0,0,0,0,0,0,0,0,0,0
340510,1,1,0,0,0,0,0,0,0,0,0,0
340510,2,1,0,0,0,0,0,0,0,0,0,0
340511,1,1,0,0,0,0,0,0,0,0,0,0
340512,1,1,21,21,21,21,21,21,21,21,21,21
340512,2,1,0,0,0,0,0,0,0,0,0,0
340513,1,1,0,0,0,0,0,0,0,0,0,0
340513,2,1,15,0,0,0,0,0,0,0,0,0
340514,1,1,0,0,0,0,0,0,0,0,0,0
340514,2,1,0,0,0,0,0,0,0,0,0,0
340515,1,1,0,0,0,0,0,0,0,0,0,0
340515,2,1,0,0,0,0,0,0,0,0,0,0
340516,0,1,2,2,2,2,2,2,2,2,2,2
340516,1,1,0,0,0,0,0,0,0,0,0,0
340517,0,1,0,0,0,0,0,0,0,0,0,0
340517,1,1,0,0,0,0,0,0,0,0,0,0
340518,0,1,0,0,0,0,0,0,0,0,0,0
340518,1,1,0,0,0,0,0,0,0,0,0,0
340519,0,1,0,0,27,0,0,0,0,0,0,0
340519,1,1,0,0,0,29,0,0,0,0,0,18
340520,0,1,21,0,14,0,0,0,0,0,0,3
340520,1,1,0,0,0,0,0,0,0,0,0,0
340522,1,1,0,0,0,0,0,0,0,0,0,0
340522,2,1,0,0,0,0,0,0,0,0,0,0
340523,1,1,10,10,10,10,10,10,10,10,10,10
340524,1,1,0,0,0,0,0,0,0,0,0,0
340524,2,1,0,0,0,0,0,0,0,0,0,0
340525,1,1,0,0,0,0,0,0,0,0,0,0
340526,1,1,5,5,5,5,5,5,5,5,5,5
340526,2,1,0,0,0,0,0,0,0,0,0,0
340527,1,1,0,10,0,0,0,0,0,0,19,0
340528,0,1,0,0,0,0,0,0,0,0,0,0
340528,1,1,0,0,0,0,0,0,0,0,0,0
340529,1,1,54,54,54,54,54,54,54,54,54,54
340529,2,1,0,0,0,0,19,0,0,0,0,0
340530,0,1,20,20,20,20,20,20,20,20,20,20
340530,1,1,0,0,0,0,0,0,0,0,0,0
340531,1,1,0,0,0,0,0,0,0,0,0,0
340532,1,1,0,0,0,0,0,0,0,0,0,0
340532,2,1,0,0,0,0,0,0,0,0,0,0
340533,1,1,0,0,0,0,0,0,0,0,13,0
340533,2,1,0,0,0,0,0,0,0,0,0,0
340534,1,1,9,9,9,9,9,9,9,9,9,9
340535,0,1,90,90,90,90,90,90,90,90,90,90
340535,1,1,0,0,0,0,0,0,0,0,0,0
340536,0,1,0,0,0,0,0,0,0,0,0,0
340536,1,1,0,0,0,0,0,0,0,0,0,0
340537,1,1,0,0,0,0,0,0,0,0,0,0
340537,2,1,0,0,0,0,0,0,0,0,0,0
340538,1,1,0,0,0,7,0,0,0,0,0,7
340538,2,1,0,0,0,0,0,0,0,0,0,0
340539,0,1,0,0,0,0,0,0,0,0,0,0
340539,1,1,0,0,0,0,0,0,0,0,0,0
340540,1,1,0,0,0,0,0,0,0,0,0,0
340540,2,1,0,0,0,18,0,0,0,0,0,0
340541,1,1,0,0,0,0,0,0,0,0,0,0
340542,0,1,0,0,0,0,0,0,0,0,0,0
340542,1,1,0,15,0,0,0,0,0,13,0,0
340543,0,1,0,0,0,0,0,0,0,0,0,0
340543,1,1,0,0,0,0,0,0,0,0,0,0
340543,2,1,0,0,0,0,0,0,0,0,0,0
340544,0,1,0,0,0,0,0,0,0,0,0,0
340544,1,1,0,0,0,0,0,0,0,0,0,0
340545,1,1,0,0,0,0,0,0,0,0,0,0
340545,2,1,0,0,0,0,0,0,0,0,0,0
340546,1,1,27,27,27,27,27,27,27,27,27,27
340547,1,1,18,18,18,18,18,18,18,18,18,18
340547,2,1,0,0,0,0,0,0,0,0,0,0
340548,1,1,0,0,0,0,0,0,0,0,0,0
340549,1,1,16,0,15,0,0,0,0,0,0,0
340549,2,1,5,0,21,0,0,0,0,0,0,0
340550,1,1,0,0,0,0,0,0,0,0,0,0
340550,2,1,0,0,0,0,0,0,0,0,0,0
340551,1,1,0,0,0,0,0,0,0,0,0,0
340552,0,1,0,0,0,0,0,0,0,0,0,0
340552,1,1,0,0,12,0,0,0,0,0,0,0
340552,2,1,0,12,0,0,0,0,0,0,0,0
340553,0,1,22,22,22,22,22,22,22,22,22,22
340553,1,1,0,0,0,0,29,7,0,17,0,0
340554,1,1,21,21,21,21,21,21,21,21,21,21
340555,0,1,0,0,0,0,0,0,0,0,0,0
340556,1,1,0,0,0,0,0,0,0,0,0,0
340556,2,1,0,0,0,0,0,0,0,0,0,0
340557,0,1,0,0,0,0,0,0,0,0,0,0
340557,1,1,0,0,0,0,0,0,0,0,0,0
340557,2,1,0,0,0,0,0,0,0,0,0,0
340558,1,1,0,0,0,0,0,0,0,7,0,2
340558,2,1,0,22,0,0,0,0,0,0,0,20
340559,0,1,0,0,0,0,0,0,0,0,0,0
340559,1,1,0,0,0,0,0,0,0,0,0,0
340560,1,1,0,0,0,0,0,0,0,0,0,0
340561,0,1,0,0,0,0,0,0,0,0,0,0
340561,1,1,0,0,0,0,0,0,0,0,0,0
340561,2,1,0,0,0,0,0,0,0,0,0,0
340562,0,1,27,4,17,34,0,41,43,9,11,25
340562,1,1,9,14,24,0,0,15,0,0,0,0
340563,1,1,0,0,0,0,0,0,0,0,0,0
340563,2,1,0,0,0,0,0,0,0,0,0,0
340563,3,1,0,0,0,0,0,0,0,0,0,0
340564,0,1,15,15,15,15,15,15,15,15,15,15
340564,1,1,0,0,0,13,17,0,12,0,16,0
340565,1,1,9,9,9,9,9,9,9,9,9,9
340565,2,1,10,10,10,10,10,10,10,10,10,10
340566,0,1,11,11,11,11,11,11,11,11,11,11
340566,1,1,0,0,0,0,0,0,0,0,0,0
340567,0,1,0,0,0,0,0,0,0,0,0,0
340567,1,1,0,0,0,0,0,0,0,0,0,0
340568,0,1,0,0,0,0,0,0,0,0,0,0
340568,1,1,0,0,0,0,0,0,0,0,0,0
340569,1,1,18,18,18,18,18,18,18,18,18,18
340569,2,1,0,0,0,0,0,0,0,0,0,0
340569,3,1,0,0,0,10,0,0,7,0,5,0
340570,0,1,0,19,0,12,0,45,21,0,0,0
340570,1,1,0,0,0,0,9,0,0,11,0,17
340571,1,1,6,6,6,6,6,6,6,6,6,6
340571,2,1,0,0,17,0,0,0,0,0,0,0
340572,1,1,15,15,15,15,15,15,15,15,15,15
340573,0,1,45,45,45,45,45,45,45,45,45,45
340573,1,1,0,23,0,0,0,0,0,0,22,13
340574,1,1,0,0,0,22,0,0,0,0,0,0
340574,2,1,0,0,0,0,0,0,10,0,0,0
340575,1,1,21,21,21,21,21,21,21,21,21,21
340576,1,1,3,3,3,3,3,3,3,3,3,3
340576,2,1,0,0,0,0,0,0,12,0,11,15
340577,1,1,0,0,0,0,0,0,0,0,0,0
340577,2,1,0,0,0,0,0,0,0,0,0,8
340578,1,1,34,34,34,34,34,34,34,34,34,34
340579,0,1,0,0,0,0,0,0,0,0,0,0
340579,1,1,17,9,6,0,0,33,13,0,13,0
340580,0,1,0,0,0,0,0,0,0,0,0,0
340580,1,1,0,0,0,0,0,0,0,0,0,0
340581,1,1,0,0,0,0,0,0,0,0,0,0
340581,2,1,0,0,0,0,0,0,0,0,0,0
340582,0,1,19,19,19,19,19,19,19,19,19,19
340582,1,1,0,0,0,0,0,0,0,0,13,0
340583,0,1,0,0,0,0,0,9,0,0,0,0
340583,0,2,0,0,0,0,0,0,0,0,0,0
340583,0,3,0,0,0,0,0,0,0,0,0,0
340583,0,4,0,0,0,0,0,0,0,0,0,0
340583,1,1,15,15,15,15,15,15,15,15,15,15
340583,2,1,0,0,28,0,0,0,0,0,0,0
340583,3,1,0,0,0,0,14,0,11,0,17,15
340584,0,1,0,0,0,0,0,0,0,0,0,0
340584,1,1,0,0,0,0,0,0,0,0,0,0
340585,1,1,24,24,24,24,24,24,24,24,24,24
340586,0,1,0,0,0,0,0,0,0,0,0,0
340586,1,1,0,0,0,0,11,0,8,0,0,0
340587,1,1,0,0,0,0,0,0,0,0,0,0
340587,2,1,0,0,0,0,0,0,0,0,0,0
340587,3,1,0,0,0,0,0,0,0,0,0,0
340588,1,1,14,14,14,14,14,14,14,14,14,14
340588,2,1,0,0,0,0,0,0,0,0,0,0
340590,0,1,0,0,0,0,0,0,0,0,0,0
340590,1,1,0,0,0,0,0,0,0,0,0,0
340591,0,1,0,0,0,0,0,0,0,0,0,0
340591,1,1,0,0,0,0,0,0,0,0,0,0
340592,0,1,0,0,0,0,0,0,0,0,0,0
340592,1,1,0,0,0,0,0,0,0,0,0,0
340593,1,1,10,10,10,10,10,10,10,10,10,10
340595,1,1,0,0,0,0,0,0,18,0,0,0
340595,2,1,0,0,0,0,20,0,0,0,0,0
340596,1,1,17,0,0,0,26,0,0,0,0,0
340596,2,1,0,0,0,20,0,0,7,17,0,0
340597,1,1,0,10,0,0,0,7,0,0,0,0
340597,2,1,0,0,0,6,0,0,0,0,0,0
340597,3,1,0,0,0,0,0,0,0,18,0,0
340598,0,1,27,27,27,27,27,27,27,27,27,27
340598,1,1,0,0,0,0,0,0,15,0,13,0
340599,0,1,2,2,2,2,2,2,2,2,2,2
340599,1,1,0,0,0,0,0,0,0,0,0,0
340600,0,1,23,0,0,22,0,21,13,0,0,13
340600,1,1,0,0,13,0,16,0,0,0,0,0
340601,0,1,0,0,0,0,0,0,0,0,0,0
340601,0,2,0,0,0,0,0,0,0,0,0,0
340601,1,1,0,19,0,0,11,0,0,23,6,6
340602,1,1,0,0,0,0,0,0,0,0,0,0
340602,2,1,0,0,0,0,0,0,0,0,0,0
340602,3,1,0,0,0,0,0,0,0,0,0,0
340603,1,1,0,0,0,0,0,0,0,0,0,0
340603,2,1,0,0,0,0,0,0,0,0,0,0
340604,1,1,0,8,0,0,0,0,0,0,0,0
340604,2,1,17,8,0,0,0,0,0,0,0,34
340606,0,1,8,8,8,8,8,8,8,8,8,8
340606,1,1,0,0,0,0,0,0,0,0,0,0
340607,1,1,0,0,0,0,0,0,0,0,0,0
340608,1,1,0,0,0,0,0,0,0,0,0,0
340608,2,1,0,0,0,0,0,0,0,0,0,0
340609,0,1,0,19,8,0,0,0,0,0,0,0
340609,1,1,0,3,10,36,16,14,11,15,0,0
340610,1,1,0,0,0,0,0,0,0,0,0,0
340611,0,1,35,0,0,14,27,0,0,6,37,0
340611,1,1,0,0,0,0,0,0,0,0,0,0
340612,1,1,0,0,0,0,0,0,0,0,0,0
340612,2,1,5,5,5,5,5,5,5,5,5,5
340613,1,1,0,0,0,0,0,0,0,0,0,0
340613,2,1,0,0,0,0,0,0,0,0,0,0
340614,1,1,0,0,0,0,0,0,0,0,0,0
340615,0,1,0,0,0,0,0,0,0,0,0,0
340615,1,1,0,0,0,0,0,0,0,0,0,0
340616,1,1,0,0,0,0,0,0,0,0,0,0
340616,2,1,19,0,0,0,0,0,0,0,0,0
340616,3,1,0,0,0,0,0,14,0,0,0,0
340616,4,1,0,0,0,0,0,0,0,0,9,18
340616,5,1,0,0,0,0,0,0,0,0,0,0
340616,6,1,0,0,0,0,0,0,0,0,0,0
340616,7,1,0,0,0,0,0,0,0,0,0,0
340617,0,1,28,28,28,28,28,28,28,28,28,28
340617,1,1,0,0,0,0,0,0,0,0,0,0
340618,1,1,0,0,0,0,0,0,0,0,0,0
340618,2,1,0,0,0,0,0,0,0,0,0,0
340619,1,1,9,9,9,9,9,9,9,9,9,9
340619,2,1,0,0,0,0,0,0,0,0,0,0
340620,1,1,0,0,0,0,0,0,0,0,0,0
340620,2,1,0,0,0,0,0,0,0,0,0,0
340621,1,1,0,0,0,0,0,0,0,0,0,0
340621,2,1,0,0,0,0,0,0,0,0,0,0
340622,1,1,0,0,0,0,0,0,0,0,0,0
340622,2,1,0,0,0,0,0,0,0,0,0,0
340623,1,1,0,0,0,0,0,0,0,0,0,0
340623,2,1,0,0,0,0,0,0,0,0,0,0
340623,3,1,21,0,0,0,11,0,0,0,0,0
340624,0,1,0,0,0,0,0,0,0,0,0,0
340624,1,1,0,0,0,0,0,0,0,0,0,0
340625,0,1,19,19,19,19,19,19,19,19,19,19
