ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
41016,1,1,0,0,0,0,5,0,0,0,0,0
41016,2,1,13,0,0,0,0,0,0,0,0,11
41017,1,1,0,0,0,0,0,0,0,0,0,0
41017,2,1,0,0,0,0,0,0,0,0,0,0
41018,0,1,0,0,0,0,0,0,0,0,0,0
41018,1,1,0,14,26,15,0,27,13,9,0,0
41019,0,1,8,8,8,8,8,8,8,8,8,8
41019,1,1,0,0,0,0,0,0,0,0,0,0
41020,0,1,38,9,20,0,33,0,13,0,0,18
41020,1,1,0,0,0,0,0,0,0,0,0,0
41021,1,1,12,15,0,0,0,8,0,9,0,0
41022,1,1,0,0,0,0,0,0,0,0,0,0
41022,2,1,0,0,0,7,0,0,0,0,0,0
41023,0,1,0,0,17,0,0,0,0,0,0,0
41023,1,1,0,0,0,0,0,0,0,0,0,0
41023,2,1,0,0,0,0,0,0,0,0,0,0
41024,0,1,19,4,0,0,0,10,0,0,0,0
41024,1,1,4,0,0,17,0,0,0,0,0,0
41025,1,1,13,13,13,13,13,13,13,13,13,13
41026,1,1,25,0,12,20,0,0,0,17,0,14
41026,2,1,0,0,30,0,0,0,0,0,17,0
41026,3,1,0,0,0,0,0,0,0,0,0,0
41026,4,1,0,0,0,0,13,26,0,0,0,11
41027,1,1,0,0,0,0,0,0,0,0,0,0
41028,1,1,0,0,0,15,0,0,0,0,0,0
41028,2,1,0,0,0,26,24,16,6,0,0,0
41029,1,1,25,0,30,0,0,0,0,9,0,0
41029,2,1,0,0,4,21,0,0,0,0,0,0
41030,1,1,0,8,0,0,0,0,0,0,0,0
41031,1,2,0,6,0,18,0,0,0,11,0,7
41032,0,1,15,9,0,0,37,0,22,0,0,0
41032,1,1,5,0,0,5,20,0,13,0,0,0
41033,0,1,0,0,0,0,0,0,0,0,0,0
41033,1,1,0,0,0,0,0,0,0,0,0,0
41034,1,1,0,0,0,0,0,0,0,0,0,0
41035,1,1,0,0,0,0,0,0,0,0,0,0
41035,2,1,0,0,0,0,0,0,0,0,0,0
41036,1,1,0,0,19,0,0,0,3,30,34,0
41036,2,1,0,0,0,19,17,12,14,0,0,0
41037,1,1,0,0,0,0,0,0,0,0,0,0
41038,0,1,0,0,0,0,0,0,0,0,0,0
41038,1,1,20,0,0,0,0,16,22,0,0,0
41039,0,1,0,0,0,0,0,0,0,0,0,0
41039,1,1,10,0,0,10,0,0,0,25,0,17
41040,1,1,0,0,0,0,0,0,0,0,0,0
41040,2,1,0,0,0,0,0,0,0,0,0,0
41042,0,1,27,27,27,27,27,27,27,27,27,27
41042,1,1,0,0,0,12,12,0,0,0,0,0
41043,1,1,0,0,0,0,8,0,16,6,18,0
41044,0,1,28,28,28,28,28,28,28,28,28,28
41044,1,1,11,0,0,0,0,0,16,0,9,0
41045,1,1,38,38,38,38,38,38,38,38,38,38
41046,0,1,7,0,0,0,0,0,10,0,0,0
41046,1,1,0,0,0,0,0,0,0,0,0,0
41047,1,1,21,0,0,12,2,17,0,0,0,12
41048,1,1,14,13,25,27,13,11,17,10,12,8
41048,2,1,0,23,0,38,0,0,0,0,0,9
41048,3,1,0,0,17,4,2,0,0,13,0,0
41048,4,1,16,17,0,27,0,18,0,0,0,0
41049,1,1,13,13,13,13,13,13,13,13,13,13
41049,2,1,0,0,0,0,35,25,0,25,0,0
41050,1,1,0,0,0,0,0,0,0,0,0,0
41050,2,1,0,6,0,0,12,0,24,0,0,0
41051,1,1,0,18,0,18,0,23,0,0,29,0
41051,2,1,0,19,0,0,0,0,0,11,20,0
41052,0,1,31,31,31,31,31,31,31,31,31,31
41052,1,1,0,0,0,0,0,12,0,0,0,0
41053,0,1,0,0,0,0,0,0,0,0,0,0
41053,1,1,0,18,0,0,0,16,17,18,0,9
41054,1,1,0,0,0,0,0,0,0,0,0,0
41054,2,1,7,0,0,0,0,0,0,0,0,0
41055,1,1,10,10,10,10,10,10,10,10,10,10
41055,2,1,0,0,0,0,0,0,0,0,0,0
41056,1,1,16,21,0,0,0,6,16,0,0,0
41056,2,1,0,0,0,0,0,0,0,0,0,0
41057,1,1,0,0,0,19,0,0,13,0,0,0
41057,2,1,0,0,0,0,3,0,0,0,0,0
41057,3,1,0,0,0,0,15,0,0,0,0,0
41058,1,1,0,0,0,24,0,0,0,0,0,0
41059,0,1,0,0,0,0,0,0,0,0,0,0
41059,1,1,0,0,0,0,21,0,0,0,0,0
41060,1,1,0,0,0,0,19,0,7,24,21,0
41061,0,1,30,0,0,22,22,27,0,0,0,0
41061,1,1,0,0,0,0,0,0,0,0,0,0
41062,0,1,0,0,0,0,0,0,0,0,0,0
41062,1,1,10,0,0,15,0,0,22,0,0,0
41063,1,1,8,0,0,0,0,0,0,0,0,0
41064,1,1,0,0,0,15,0,0,0,0,0,0
41065,0,1,12,0,0,9,17,26,0,0,17,15
41065,0,2,0,0,0,0,0,0,0,22,0,28
41065,0,3,0,0,11,16,25,31,0,0,15,0
41065,1,1,0,0,0,0,0,0,0,0,0,0
41065,2,1,0,0,23,0,0,10,16,0,0,4
41065,3,1,0,0,3,16,0,25,0,0,0,0
41066,1,1,0,0,0,0,0,0,0,0,0,0
41066,2,1,0,0,0,0,0,0,0,0,0,0
41067,1,1,20,20,20,20,20,20,20,20,20,20
41068,1,1,0,0,0,21,22,18,0,0,0,0
41068,2,1,0,0,0,0,0,0,0,0,0,0
41069,1,1,9,9,9,9,9,9,9,9,9,9
41070,0,1,0,0,0,0,0,0,0,0,0,0
41070,1,1,18,0,0,0,0,0,0,0,19,11
41071,0,1,18,18,18,18,18,18,18,18,18,18
41071,1,1,0,9,0,23,0,31,0,0,0,21
41072,1,1,0,0,0,0,0,0,0,0,0,0
41073,1,1,0,0,0,0,0,0,0,0,0,0
41073,2,1,0,0,0,0,0,0,0,0,0,0
41074,0,1,0,0,0,0,0,0,0,0,0,0
41074,1,1,0,0,0,0,0,0,0,0,0,0
41075,1,1,0,0,0,0,0,0,0,0,0,0
41075,2,1,0,0,10,0,0,0,0,0,0,0
41076,1,1,31,10,15,0,13,27,10,4,15,14
41076,2,1,0,23,0,0,13,0,0,0,0,0
41077,1,1,24,9,0,17,20,13,26,18,4,5
41078,1,1,23,23,23,23,23,23,23,23,23,23
41079,0,1,26,26,26,26,26,26,26,26,26,26
41079,1,1,0,0,0,0,15,0,0,0,0,0
41080,1,1,0,0,0,0,0,0,0,0,0,0
41080,2,1,0,0,0,0,0,0,0,0,0,0
41081,1,1,0,0,0,0,0,0,0,0,0,0
41082,0,1,0,0,0,0,0,0,0,0,0,0
41082,1,1,0,0,0,0,0,0,23,0,0,11
41082,2,1,0,23,0,0,0,0,0,0,23,0
41083,0,1,26,0,0,0,0,0,0,26,0,0
41083,1,1,0,0,0,0,28,0,0,0,0,0
41084,1,1,18,18,18,18,18,18,18,18,18,18
41084,2,1,0,0,0,0,0,0,0,0,0,0
41085,1,1,0,0,0,0,0,0,0,0,0,0
41085,2,1,0,0,0,13,0,0,0,0,0,0
41086,0,1,0,26,0,0,0,5,0,0,0,0
41086,1,1,0,0,0,0,18,0,29,0,11,0
41087,1,1,11,9,8,21,25,14,10,14,16,17
41088,0,1,0,0,0,0,0,0,0,0,11,0
41088,1,1,0,0,0,0,0,0,0,10,0,0
41089,1,1,0,0,20,11,0,17,0,0,0,0
41089,2,1,7,0,0,0,0,5,11,0,8,15
41090,1,1,13,13,13,13,13,13,13,13,13,13
41090,2,1,0,0,0,0,0,0,0,0,0,0
41090,3,1,0,0,0,0,11,0,0,0,0,0
41091,0,1,0,0,10,20,0,0,30,21,0,0
41091,1,1,0,16,0,21,18,8,13,0,31,20
41092,1,1,0,0,0,5,0,0,0,0,0,0
41092,2,1,0,0,0,33,10,0,0,25,0,0
41093,1,1,0,0,0,0,0,0,0,0,0,0
41093,2,1,0,0,0,0,0,0,0,0,0,0
41094,0,1,17,21,22,23,18,20,46,0,29,0
41094,1,1,0,0,0,5,0,0,0,0,0,0
41095,0,1,15,15,27,21,21,6,20,21,26,0
41095,1,1,6,10,7,0,0,0,7,0,0,0
41096,0,1,0,0,18,0,0,0,16,0,0,0
41096,1,1,0,0,0,0,0,0,0,0,0,0
41097,0,1,6,0,21,0,23,0,0,0,0,0
41097,1,1,0,0,0,0,0,0,0,0,0,0
41098,1,1,0,0,0,0,0,0,0,0,0,0
41098,2,1,7,0,0,0,0,0,0,0,0,0
41098,3,1,0,0,8,0,3,0,0,0,0,0
41099,1,1,0,0,0,0,0,0,0,0,0,0
41100,0,1,0,0,0,0,0,0,0,0,0,0
41100,1,1,0,0,0,23,6,0,0,0,0,0
41101,1,1,0,0,0,0,0,0,16,0,17,0
41101,2,1,12,12,12,12,12,12,12,12,12,12
41102,1,1,8,0,15,0,0,14,0,11,22,0
41103,0,1,0,0,0,0,0,0,0,0,0,0
41103,1,1,18,0,0,27,0,0,0,0,0,7
41104,1,1,2,2,2,2,2,2,2,2,2,2
41105,0,1,34,34,34,34,34,34,34,34,34,34
41105,1,1,17,19,6,16,0,0,0,0,0,0
41106,1,1,0,0,18,23,0,0,0,0,0,8
41106,2,1,0,0,0,24,0,0,0,0,0,15
41107,0,1,0,0,0,0,0,0,0,0,0,0
41107,1,1,11,0,0,0,8,0,0,16,3,0
41108,1,1,0,0,0,0,0,0,0,0,12,0
41108,2,1,0,3,0,0,0,0,0,0,0,0
41109,0,1,0,0,0,0,0,0,0,0,0,0
41109,1,1,13,14,0,0,16,0,0,22,10,6
41109,2,1,0,0,18,4,8,0,14,31,0,12
41110,0,1,0,0,0,0,0,0,0,0,0,0
41110,1,1,0,0,0,0,0,0,0,20,0,0
41111,1,1,15,0,0,15,26,9,9,0,0,0
41111,2,1,0,0,0,0,0,0,0,0,0,0
41112,0,1,0,0,0,0,0,0,0,0,0,0
41112,1,1,0,0,0,0,0,0,0,0,19,0
41113,1,1,0,0,0,0,0,0,0,0,0,0
41114,1,1,0,0,0,0,0,0,0,0,0,0
41114,2,1,0,0,0,0,0,0,6,0,0,0
41115,1,1,0,0,9,0,0,0,0,11,0,16
41116,0,1,0,20,12,0,0,19,0,0,15,21
41116,1,1,13,16,0,0,0,0,22,0,0,0
41116,2,1,0,0,4,30,8,0,11,29,0,12
41117,1,1,0,0,0,0,0,0,0,0,0,0
41117,2,1,0,0,0,0,0,2,0,0,0,0
41118,1,1,0,0,0,0,0,0,0,0,0,0
41119,1,1,27,23,12,5,19,12,6,12,4,21
41119,2,1,0,0,0,0,0,0,0,0,0,0
41120,1,1,14,0,22,5,23,25,0,6,0,0
41120,2,1,0,5,0,0,0,0,0,0,0,0
41120,3,1,19,12,17,12,7,12,36,8,0,5
41120,4,1,0,0,0,20,0,22,0,17,11,0
41121,1,1,13,13,13,13,13,13,13,13,13,13
41122,1,1,0,0,0,0,0,0,0,0,0,0
41123,1,1,6,5,10,8,0,0,17,48,38,3
41124,0,1,31,0,0,0,0,0,0,11,0,22
41124,1,1,0,11,0,27,11,19,0,7,0,0
41125,0,1,0,17,0,0,14,12,0,29,0,0
41125,1,1,22,0,7,19,4,12,13,19,7,5
41126,1,1,13,14,8,7,13,15,3,16,23,0
41126,2,1,0,0,0,0,0,0,0,0,0,0
41127,1,1,0,0,0,0,0,0,0,0,0,0
41128,1,1,0,0,0,0,0,0,0,0,0,0
41128,2,1,0,0,0,0,0,0,0,0,0,0
41128,3,1,0,0,19,0,0,18,0,0,0,0
41129,1,1,0,30,0,0,0,0,0,0,0,0
41129,2,1,31,20,17,20,22,6,6,12,12,14
41130,1,1,0,0,0,0,0,0,0,0,0,0
41130,2,1,0,10,0,0,0,0,9,0,0,0
41131,0,1,5,5,5,5,5,5,5,5,5,5
41131,1,1,28,26,8,9,13,0,5,41,0,0
41132,0,1,0,0,0,0,0,0,0,0,0,0
41132,1,1,0,0,12,17,7,4,0,27,15,21
41133,1,1,7,15,11,6,30,8,12,6,15,2
41133,2,1,0,0,0,0,0,0,0,0,0,0
41134,0,1,0,0,0,0,0,0,0,0,0,0
41134,1,1,0,0,0,0,0,0,0,0,0,0
41135,1,1,0,0,0,0,0,0,0,0,0,0
41135,2,1,0,0,0,28,21,0,0,0,0,0
41136,1,1,0,0,6,16,0,0,0,18,0,1
41136,2,1,0,0,9,43,0,14,0,0,0,0
41137,0,1,0,0,0,0,0,0,0,0,0,0
41137,1,1,0,0,0,0,0,0,0,0,0,0
41138,1,1,11,0,0,0,28,0,0,0,0,0
41138,2,1,0,0,14,0,0,0,0,0,0,0
41139,1,1,0,16,0,0,0,0,0,0,0,0
41139,2,1,0,0,0,22,9,0,0,20,19,0
41140,1,1,29,29,29,29,29,29,29,29,29,29
41140,2,1,0,0,0,0,0,9,17,0,0,0
41141,1,1,0,0,0,0,21,17,0,7,0,0
41141,2,1,0,0,0,0,0,0,0,0,24,19
41142,0,1,0,0,0,0,0,0,0,0,30,0
41142,1,1,0,0,0,0,0,0,0,0,0,0
41143,1,1,0,0,0,0,0,0,0,0,0,0
41144,1,1,20,20,20,20,20,20,20,20,20,20
41144,2,1,0,0,0,0,0,0,0,0,0,0
41145,1,1,8,0,25,21,23,0,13,0,0,9
41145,2,1,20,12,0,28,16,0,0,0,18,0
41146,0,1,25,25,25,25,25,25,25,25,25,25
41146,1,1,0,0,0,0,0,0,0,0,0,0
41147,1,1,0,0,0,0,0,0,0,0,0,0
41147,2,1,0,13,0,0,29,25,0,0,42,13
41148,1,1,0,0,0,0,0,0,0,0,0,0
41148,2,1,0,0,0,0,0,0,0,0,0,0
41149,1,1,9,9,9,9,9,9,9,9,9,9
41149,2,1,0,0,0,0,0,0,13,0,12,0
41150,1,1,10,10,10,10,10,10,10,10,10,10
41151,1,1,0,0,0,0,0,0,0,0,0,0
41152,0,1,0,0,0,27,0,0,0,0,0,0
41152,1,1,0,0,0,0,6,0,0,0,0,6
41153,0,1,0,0,0,0,23,5,0,26,0,15
41153,1,1,0,15,0,0,0,0,0,7,0,0
41154,0,1,13,13,13,13,13,13,13,13,13,13
41154,1,1,0,0,0,0,11,13,0,0,0,0
41155,1,1,28,24,32,12,10,32,27,12,22,15
41155,2,1,0,0,0,0,0,0,0,9,0,0
41156,1,1,0,0,0,0,4,0,0,0,0,29
41156,2,1,0,0,0,0,0,0,0,0,0,0
41157,0,1,0,0,0,0,0,0,0,0,0,0
41157,1,1,12,0,0,0,27,0,0,0,0,0
41158,0,1,0,0,0,0,0,0,0,0,0,0
41158,1,1,7,0,0,0,0,0,0,0,0,16
41159,0,1,22,17,25,4,22,0,38,18,13,0
41159,1,1,0,8,0,0,0,0,0,0,0,0
41160,1,1,23,0,0,7,0,0,0,11,0,12
41160,2,1,0,0,0,0,0,0,0,12,0,0
41160,3,1,0,0,0,0,0,0,0,0,0,0
41163,1,1,19,0,40,9,15,0,0,0,0,16
41164,1,1,0,0,0,0,0,0,0,0,0,0
41164,2,1,0,0,0,9,0,18,8,0,8,20
41165,1,1,0,0,0,0,0,0,0,0,0,0
41165,2,1,0,0,0,0,0,0,0,0,0,0
41166,0,1,22,22,22,22,22,22,22,22,22,22
41166,1,1,0,0,0,0,0,0,0,0,0,0
41167,0,1,0,0,0,0,0,0,0,0,0,0
41167,1,1,0,0,0,0,0,0,0,0,13,0
41168,1,1,18,18,18,18,18,18,18,18,18,18
41169,0,1,17,0,0,0,0,0,0,0,0,0
41169,1,1,20,0,0,0,0,20,0,16,0,0
41170,0,1,25,0,22,0,16,7,0,0,0,0
41170,1,1,27,11,0,0,0,0,33,22,0,19
41171,1,1,29,0,17,20,6,12,21,20,25,23
41171,2,1,11,0,0,21,0,0,0,0,0,0
41172,1,1,5,5,5,5,5,5,5,5,5,5
41172,2,1,37,37,37,37,37,37,37,37,37,37
41173,1,1,6,14,12,0,0,32,44,0,7,34
41174,1,1,0,0,0,0,0,0,0,7,0,11
41174,2,1,11,0,10,0,0,0,0,9,0,0
41175,0,1,0,0,0,0,0,0,20,0,23,0
41175,1,1,0,0,0,0,22,0,0,14,20,17
41176,1,1,0,0,0,0,0,0,0,0,0,0
41176,2,1,22,0,8,12,7,0,3,0,0,10
41177,1,1,0,6,13,14,0,0,0,0,17,0
41177,2,1,0,0,0,0,0,0,0,0,0,0
41179,0,1,0,0,0,8,21,5,9,0,0,29
41179,1,1,0,0,0,0,0,0,0,0,0,0
41180,1,1,0,16,12,28,8,16,20,0,18,0
41180,2,1,0,16,16,19,0,6,0,0,0,9
41181,1,1,0,11,0,0,10,0,0,0,0,0
41182,0,1,0,0,0,0,0,0,0,0,0,0
41182,1,1,29,18,6,0,0,9,0,0,0,0
41183,1,1,0,15,0,0,11,9,11,0,33,15
41184,0,1,0,0,0,30,0,21,0,0,0,25
41184,1,1,0,0,0,0,0,0,0,0,0,0
41186,0,1,30,0,60,0,12,0,33,0,0,0
41186,1,1,11,0,7,5,0,22,10,0,0,8
41187,1,1,0,0,0,0,0,13,8,0,8,0
41188,0,1,0,0,0,0,0,0,0,24,0,16
41188,1,1,9,24,0,0,0,22,0,0,0,0
41189,1,1,18,12,18,0,19,0,0,0,0,5
41190,1,1,0,0,0,0,0,0,0,0,0,0
41191,1,1,1,1,1,1,1,1,1,1,1,1
41192,1,1,0,0,0,3,0,0,0,0,5,0
41192,2,1,0,0,0,0,0,0,0,0,0,2
41193,1,1,0,0,0,0,0,11,0,23,0,11
41193,2,1,0,0,9,0,0,0,0,0,0,0
41194,1,1,10,0,0,0,12,0,0,0,0,0
41195,1,1,0,0,0,7,0,0,0,12,0,0
41195,2,1,0,0,0,0,0,0,0,0,0,0
41196,1,1,11,11,11,11,11,11,11,11,11,11
41196,2,1,0,0,0,0,0,0,0,0,0,0
41196,3,1,0,0,9,0,0,0,0,0,13,0
41197,0,1,7,24,25,0,0,0,28,0,0,0
41197,1,1,0,0,0,0,0,0,0,0,0,0
41198,1,1,16,0,0,4,0,0,0,0,0,0
41199,1,1,22,22,22,22,22,22,22,22,22,22
41200,1,1,0,0,0,0,0,0,0,0,0,0
41200,2,1,0,0,0,0,0,0,0,0,0,0
41201,1,1,0,0,9,0,0,0,0,0,0,0
41201,2,1,0,0,0,0,0,0,0,0,0,0
41202,0,1,0,0,39,0,0,0,0,24,0,0
41202,1,1,0,0,0,0,9,0,0,0,0,0
41203,0,1,0,0,0,29,0,16,4,26,0,0
41203,1,1,8,0,0,7,0,0,0,0,0,0
41204,0,1,16,12,0,0,13,25,13,0,0,0
41204,1,1,0,0,0,0,0,0,0,0,0,0
41205,0,1,20,20,20,20,20,20,20,20,20,20
41205,1,1,18,18,18,18,18,18,18,18,18,18
41206,1,1,0,12,0,0,0,0,0,0,0,28
41207,1,1,11,0,18,17,0,0,0,24,21,12
41208,1,1,7,0,3,4,6,0,0,13,9,4
41209,1,1,0,0,0,14,0,0,0,0,0,0
41209,2,1,0,0,0,0,0,0,0,0,0,0
41210,1,1,0,0,0,0,0,0,0,19,0,0
41211,1,1,0,0,14,0,0,20,0,9,5,0
41211,2,1,0,23,0,0,0,27,0,0,19,0
41212,1,1,20,0,12,39,32,14,0,22,0,13
41213,1,1,0,0,0,0,0,0,0,0,0,0
41213,2,1,0,0,0,0,0,0,0,0,17,0
41215,1,1,19,0,0,22,0,0,30,0,19,16
41216,1,1,29,29,29,29,29,29,29,29,29,29
41217,1,1,0,0,0,0,0,0,0,0,0,0
41217,2,1,0,0,0,0,0,0,0,0,0,0
41218,0,1,0,0,0,0,0,0,0,0,0,0
41218,1,1,0,0,33,0,0,0,0,25,0,11
41219,1,1,0,0,0,0,0,0,0,0,0,0
41219,2,1,16,0,0,0,0,27,0,0,0,0
41220,1,1,8,0,0,10,0,19,0,0,0,22
41220,2,1,0,0,0,18,0,3,0,0,0,0
41221,0,1,0,0,0,0,0,0,17,0,0,0
41221,1,1,0,0,0,5,0,0,0,0,0,0
41224,1,1,7,0,14,0,0,0,0,0,0,0
41224,2,1,0,0,0,0,0,0,10,0,0,0
41225,0,1,7,0,0,0,20,0,13,0,0,19
41225,1,1,10,3,8,0,15,3,0,0,0,18
41226,0,1,41,0,0,0,0,0,30,0,0,0
41226,1,1,3,11,0,11,5,13,0,0,0,8
41227,1,1,0,13,0,16,26,13,12,0,16,0
41228,1,1,0,0,0,0,0,0,0,0,0,0
41229,1,1,0,17,0,0,0,0,0,14,0,0
41229,2,1,34,0,0,0,0,0,0,0,0,0
41230,0,1,12,16,0,0,0,0,0,30,0,25
41230,1,1,0,3,9,0,0,0,0,0,9,7
41231,1,1,0,0,10,0,0,0,0,0,0,0
41232,1,1,0,0,0,0,19,0,0,0,0,11
41232,2,1,0,0,0,0,0,0,0,0,0,0
41233,0,1,0,16,0,0,0,0,0,12,10,31
41233,1,1,3,0,0,0,0,0,0,0,0,0
41234,1,1,22,18,16,21,29,11,0,14,22,0
41236,1,1,0,0,0,0,0,0,0,0,0,0
41237,1,1,0,13,0,23,9,19,0,13,11,0
41238,1,1,0,0,0,0,0,12,0,0,0,0
41238,2,1,0,0,0,0,0,0,32,14,0,0
41239,1,1,9,33,11,0,0,0,20,0,21,0
41240,1,1,0,0,0,0,11,4,0,0,0,20
41241,1,1,0,0,0,0,0,0,0,0,0,0
50001,1,1,28,28,28,28,28,28,28,28,28,28
50002,1,1,22,22,22,22,22,22,22,22,22,22
50003,1,1,0,0,0,0,0,0,0,0,0,0
50003,2,1,0,0,0,0,0,0,0,0,0,0
50004,1,1,0,0,0,0,0,0,0,0,0,0
50005,1,1,0,0,0,0,0,0,0,0,0,0
50005,2,1,0,0,0,0,0,0,0,0,0,0
50006,1,1,0,0,0,0,0,0,0,0,0,0
50007,1,1,0,17,45,0,0,0,0,0,14,0
50008,1,1,5,5,5,5,5,5,5,5,5,5
50009,0,1,23,0,0,0,0,0,0,0,0,0
50009,1,1,0,36,0,0,24,0,14,12,22,33
50010,1,1,0,0,0,0,0,0,0,0,0,0
50010,2,1,19,0,0,0,0,0,0,0,0,0
50011,1,1,0,0,0,0,0,0,0,0,0,0
50011,2,1,0,0,0,0,0,0,0,0,0,0
50012,0,1,0,0,0,0,0,0,0,0,0,0
50012,1,1,9,12,0,0,0,0,0,0,0,0
50013,1,1,0,0,0,0,0,0,0,0,0,0
50014,0,1,0,0,0,0,0,0,0,0,0,0
50014,1,1,0,0,0,0,0,0,0,0,0,0
50015,1,1,0,0,0,7,0,13,0,0,0,45
50015,2,1,0,0,0,0,0,0,0,0,0,0
50016,1,1,14,27,30,17,14,12,10,10,15,8
50017,1,1,0,0,0,0,0,0,0,0,0,0
50018,0,1,0,0,0,0,0,0,0,0,0,0
50018,1,1,0,0,0,0,0,0,0,0,0,0
50020,1,1,0,0,0,0,0,0,0,0,0,0
50021,1,1,0,0,0,0,0,0,0,0,0,0
50022,1,1,0,0,0,0,0,0,0,0,0,0
50022,2,1,0,0,0,0,0,0,0,0,0,0
50022,3,1,0,0,0,0,0,0,0,0,0,0
50023,0,1,0,0,0,0,0,5,0,0,0,0
50023,1,1,0,0,0,0,0,0,0,20,0,0
50024,0,1,28,28,28,28,28,28,28,28,28,28
50024,1,1,0,0,0,0,0,0,0,0,0,0
50025,1,1,0,0,0,0,0,0,0,0,0,0
50025,2,1,0,0,0,0,0,0,0,0,0,0
50025,3,1,0,0,0,0,0,0,0,0,0,0
50026,0,1,22,22,22,22,22,22,22,22,22,22
50026,1,1,16,0,0,0,13,0,0,0,0,0
50027,1,1,0,27,0,0,0,0,0,0,0,0
50027,2,1,0,0,0,0,0,0,0,0,0,0
50028,1,1,0,0,0,0,0,0,0,0,0,0
50028,2,1,0,0,0,0,0,0,0,0,0,0
50029,0,1,0,0,14,0,0,0,0,0,0,0
50029,1,1,0,0,0,0,0,0,0,0,0,0
50030,1,1,0,0,0,0,0,0,0,0,0,0
50032,1,1,0,0,0,0,0,0,0,0,0,0
50032,2,1,0,0,0,0,0,0,0,0,0,0
50033,1,1,1,1,1,1,1,1,1,1,1,1
50034,1,1,6,6,6,6,6,6,6,6,6,6
50034,2,1,0,0,0,0,0,0,0,0,0,0
50035,1,1,0,0,0,0,0,0,0,0,0,0
50035,2,1,0,0,0,0,0,0,0,0,0,0
50036,1,1,0,0,0,0,0,0,0,0,0,0
50037,1,1,0,0,0,0,0,0,0,0,0,0
50038,1,1,0,21,13,23,30,12,23,15,25,16
50039,1,1,0,0,0,20,34,24,13,9,0,23
50039,2,1,0,0,0,0,0,0,0,0,0,0
50040,0,1,11,0,0,0,25,0,0,0,0,0
50040,1,1,0,0,0,0,0,0,0,0,0,0
50041,1,1,29,29,29,29,29,29,29,29,29,29
50041,2,1,0,0,0,0,0,0,0,0,0,0
50042,1,1,0,0,0,0,0,0,0,0,0,0
50042,2,1,0,0,0,0,0,0,0,0,0,0
50043,1,1,0,0,0,0,0,0,0,0,0,0
50044,1,1,0,0,0,0,0,0,0,0,0,0
50044,2,1,23,0,0,0,0,0,0,0,0,0
50045,1,1,0,0,0,0,0,0,0,0,0,0
50046,0,1,5,19,31,38,28,47,36,7,33,29
50046,1,1,9,7,9,9,0,22,11,0,14,4
50047,1,1,0,0,0,0,0,0,0,0,0,0
50047,2,1,0,0,0,0,0,0,0,0,0,0
50048,1,1,0,0,30,0,0,0,0,0,0,0
50049,1,1,0,0,0,0,0,0,0,0,0,0
50049,2,1,13,22,26,5,0,8,26,28,9,7
50050,1,1,0,0,0,0,0,0,0,0,0,0
50050,2,1,0,0,0,0,0,0,0,0,0,0
50051,1,1,0,0,0,0,0,0,0,0,0,0
50051,2,1,20,20,20,20,20,20,20,20,20,20
50051,3,1,21,0,0,0,0,0,27,0,0,0
50052,1,1,3,3,3,3,3,3,3,3,3,3
50052,2,1,0,0,0,0,14,0,11,0,0,0
50053,0,1,0,0,0,0,0,0,0,0,0,0
50053,1,1,0,20,0,0,8,0,0,13,0,0
50054,1,1,19,19,19,19,19,19,19,19,19,19
50055,1,1,0,0,0,0,0,0,0,0,0,0
50056,1,1,0,0,0,0,0,0,0,0,0,0
50057,1,1,2,2,2,2,2,2,2,2,2,2
50057,2,1,0,0,0,0,0,0,0,0,0,0
50058,1,1,0,0,0,0,0,0,0,0,0,0
50058,2,1,0,0,0,0,0,0,0,0,0,0
50059,1,1,0,0,0,0,0,0,0,0,0,0
50060,1,1,0,0,0,0,0,0,0,0,0,0
50060,2,1,0,0,0,0,0,0,0,0,0,0
50061,0,1,0,0,0,0,0,0,0,0,0,0
50061,1,1,0,0,22,15,0,7,24,0,0,0
50062,1,1,8,8,8,8,8,8,8,8,8,8
50062,2,1,0,0,0,0,0,0,0,0,0,0
50063,0,1,0,0,0,0,0,0,0,0,0,0
50063,1,1,0,0,0,0,0,0,0,0,0,0
50064,1,1,7,7,7,7,7,7,7,7,7,7
50065,1,1,0,0,0,0,0,0,0,0,0,0
50065,2,1,0,0,0,0,0,0,0,0,0,0
50066,0,1,0,0,0,0,0,0,0,0,0,0
50066,1,1,0,0,0,0,0,0,0,0,0,0
50067,1,1,22,22,22,22,22,22,22,22,22,22
50068,1,1,47,11,21,27,4,15,17,24,12,19
50069,1,1,18,23,20,0,16,18,3,21,4,0
50070,0,1,0,0,0,0,0,0,0,0,0,0
50070,1,1,0,0,0,0,0,0,0,0,0,0
50070,2,1,0,0,0,0,0,0,0,0,0,0
50071,1,1,0,0,0,0,0,0,0,0,0,0
50071,2,1,0,0,0,0,0,0,0,0,0,0
50072,1,1,0,0,0,0,0,0,0,0,0,0
50073,1,1,0,0,0,0,0,0,0,0,0,0
50073,2,1,0,5,19,17,33,22,15,0,10,23
50074,0,1,0,0,0,0,0,0,0,0,0,0
50074,1,1,0,0,0,0,0,0,0,0,0,0
50075,1,1,0,0,0,0,0,0,0,0,0,0
50076,1,1,8,8,8,8,8,8,8,8,8,8
50076,2,1,0,0,0,0,0,0,0,0,0,0
50077,1,1,5,15,9,14,10,19,13,24,16,28
